ticker,company,contract_id,issuer_id,issuer_cik,security_type,instrument_status,exchange,sector,industry,current_price,reference_52w_high,market_cap,avg_dollar_volume,return_1m_pct,return_3m_pct,return_6m_pct,return_12m_pct,drawdown_pct,historical_volatility_pct,trading_history_days,momentum_history_status,data_integrity_status,as_of,l2_status,l2_setup_score,l2_confidence_pct,l2_quality_prior_score,l2_room_to_target_score,setup_prior_growth,setup_pullback_geometry,setup_liquidity,setup_data_completeness,setup_model_version,l2_rules_hash
FNV,Franco-Nevada Corporation,qrgf-resolution-required:N:FNV,SECURITY:FNV:qrgf-resolution-required:N:FNV,,common_equity,eligible,N,,,265.74,280.82,,188019720.21190476,24.050042012883964,17.667375132837403,2.050691244239644,49.00751373780419,5.3699878926002365,38.27029843995232,277.0,full,usable,2026-08-21,conditional,65.43,100.0,,,75.0,28.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FNWB,First Northwest Bancorp - Common Stock,nasdaqtrader:Q:FNWB,SECURITY:FNWB:nasdaqtrader:Q:FNWB,,common_equity,eligible,Q,,,11.09,12.17,,274877.4237301587,-6.80672268907564,14.094650205761305,9.15354330708662,36.240786240786235,8.874281018898934,26.249624193538708,277.0,full,usable,2026-08-21,rejected,65.0,100.0,,,75.0,82.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FNWD,Finward Bancorp - common stock,nasdaqtrader:Q:FNWD,SECURITY:FNWD:nasdaqtrader:Q:FNWD,,common_equity,eligible,Q,,,43.5,45.28,,907402.4630158731,-2.4663677130044914,35.21914827479018,18.335146898803046,48.565573770491795,3.9310954063604298,61.15529566897418,277.0,full,usable,2026-08-21,rejected,36.43,100.0,,,65.0,10.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FOA,Finance of America Companies Inc. Class A Common Stock,nasdaqtrader:N:FOA,NAMECLASS:FINANCE OF AMERICA COMPANIES INC,,common_equity,eligible,N,,,20.05,28.71,,1295939.600952381,-10.610789121711983,3.031860226104821,-4.204491161012891,-25.298062593144554,30.163706025774996,47.05298508075911,277.0,full,usable,2026-08-21,rejected,66.29,100.0,,,67.0,92.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FOCL,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",nasdaqtrader:Q:FOCL,SECURITY:FOCL:nasdaqtrader:Q:FOCL,,adr,eligible,Q,,,4.13,6.34,,482053.30206349207,-32.18390804597702,-4.618937644341803,-12.314225053078554,200.36363636363635,34.858044164037864,81.86351666042701,277.0,full,usable,2026-08-21,rejected,74.29,100.0,,,95.0,92.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FOFO,"Hang Feng Technology Innovation Co., Ltd. - Ordinary Shares",nasdaqtrader:Q:FOFO,SECURITY:FOFO:nasdaqtrader:Q:FOFO,,common_equity,eligible,Q,,,2.5,45.0,,932268.5824666667,15.207373271889413,24.37810945273633,-37.05941591137966,,94.44444444444444,89.97733593704164,237.0,limited_but_usable,usable,2026-08-21,rejected,38.43,100.0,,,47.0,30.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FOIL,"Londian Wason New Energy Tech Inc. American Depositary Shares, each representing five Ordinary Shares",nasdaqtrader:N:FOIL,SECURITY:FOIL:nasdaqtrader:N:FOIL,,adr,eligible,N,,,22.88,24.5,,1796537.19875,,,,,6.612244897959185,,8.0,insufficient,usable,2026-08-21,rejected,,71.43,,,,28.0,0.0,64.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FOR,Forestar Group Inc Common Stock,nasdaqtrader:N:FOR,SECURITY:FOR:nasdaqtrader:N:FOR,,common_equity,eligible,N,,,29.17,31.98,,4080257.536984127,4.514510927982807,11.335877862595423,-2.474088933467067,7.837338262476901,8.786741713570978,34.5033166445234,277.0,full,usable,2026-08-21,conditional,72.36,100.0,,,67.0,82.0,45.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FORM,"FormFactor, Inc. - Common Stock",nasdaqtrader:Q:FORM,SECURITY:FORM:nasdaqtrader:Q:FORM,,common_equity,eligible,Q,,,114.16,159.93,,198687631.65880954,1.2505543237250505,-10.812500000000004,20.727580372250422,309.1756272401434,28.618770712186592,111.73720662429668,277.0,full,usable,2026-08-21,conditional,91.14,100.0,,,85.0,92.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FORR,"Forrester Research, Inc. - Common Stock",nasdaqtrader:Q:FORR,SECURITY:FORR:nasdaqtrader:Q:FORR,,common_equity,eligible,Q,,,11.78,11.99,,1252801.4914285713,33.10734463276837,69.01004304160689,91.85667752442997,22.580645161290324,1.7514595496246899,71.56666891445678,277.0,full,usable,2026-08-21,rejected,36.43,100.0,,,65.0,10.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FORTY,Formula Systems (1985) Ltd. - American Depositary Shares,nasdaqtrader:Q:FORTY,SECURITY:FORTY:nasdaqtrader:Q:FORTY,,adr,eligible,Q,,,116.21,190.5599,,52878.085790476194,9.394709592393857,-19.566722037652273,-4.745901639344263,-9.914728682170548,39.01655070138052,41.52320112889158,276.0,full,usable,2026-08-20,rejected,69.07,100.0,,,73.0,95.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FOSL,"Fossil Group, Inc. - Common Stock",nasdaqtrader:Q:FOSL,SECURITY:FOSL:nasdaqtrader:Q:FOSL,,common_equity,eligible,Q,,,5.61,6.09,,4297588.691587302,40.601503759398504,37.5,20.1284796573876,89.52702702702705,7.881773399014769,75.22962605976244,277.0,full,usable,2026-08-21,conditional,54.79,100.0,,,73.0,28.0,45.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FOUR,"Shift4 Payments, Inc. Class A Common Stock",nasdaqtrader:N:FOUR,NAMECLASS:SHIFT4 PAYMENTS INC,,common_equity,eligible,N,,,47.93,91.53,,72387884.01079366,3.4534858622922604,10.107971513898462,-18.05436826808001,-47.03867403314918,47.634655304271824,89.37484017575642,277.0,full,usable,2026-08-21,conditional,81.07,100.0,,,55.0,95.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FOX,Fox Corporation - Class B Common Stock,nasdaqtrader:Q:FOX,NAMECLASS:FOX CORPORATION,,common_equity,eligible,Q,,,61.05,67.76,,87911436.89857142,24.1358275721838,5.934409161894827,16.84210526315788,13.034623217922615,9.902597402597413,33.341331907367035,277.0,full,usable,2026-08-21,conditional,77.0,100.0,,,57.0,82.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FOXA,Fox Corporation - Class A Common Stock,nasdaqtrader:Q:FOXA,NAMECLASS:FOX CORPORATION,,common_equity,eligible,Q,,,68.54,76.11,,367698290.5314286,24.414594300235983,6.660441954559593,20.203437390389347,16.22859080888588,9.946130600446711,32.57368148749913,277.0,full,usable,2026-08-21,conditional,81.86,100.0,,,65.0,82.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FOXF,Fox Factory Holding Corp. - Common Stock,nasdaqtrader:Q:FOXF,SECURITY:FOXF:nasdaqtrader:Q:FOXF,,common_equity,eligible,Q,,,21.85,30.35,,11092162.45420635,19.72602739726028,33.80281690140847,10.801217038539557,-24.420615703908677,28.00658978583196,57.22467032176347,277.0,full,usable,2026-08-21,conditional,77.86,100.0,,,61.0,92.0,62.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FPH,"Five Point Holdings, LLC Class A Common Shares",nasdaqtrader:N:FPH,NAMECLASS:FIVE POINT HOLDINGS LLC,,common_equity,eligible,N,,,5.14,6.49,,831209.4247619048,2.594810379241519,3.8383838383838187,-6.715063520871145,-6.204379562043805,20.801232665639457,26.418968519142222,277.0,full,usable,2026-08-21,rejected,68.0,100.0,,,73.0,92.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FPI,Farmland Partners Inc. Common Stock,nasdaqtrader:N:FPI,SECURITY:FPI:nasdaqtrader:N:FPI,,common_equity,eligible,N,,,10.16,13.04,,4235351.786825397,6.2761506276150625,-2.9608404966571245,-14.550042052144663,-6.44567219152854,22.08588957055214,18.125151489090026,277.0,full,usable,2026-08-21,conditional,77.64,100.0,,,73.0,92.0,45.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FPS,"Forgent Power Solutions, Inc. Class A Common Stock",nasdaqtrader:N:FPS,NAMECLASS:FORGENT POWER SOLUTIONS INC,,common_equity,eligible,N,,,33.18,64.59,,377430969.2811111,-14.835728952772076,-31.615828524319877,-2.383053839364524,,48.62981885740827,88.22705199368261,137.0,limited_but_usable,usable,2026-08-21,conditional,84.79,100.0,,,59.0,95.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FR,"First Industrial Realty Trust, Inc. Common Stock",nasdaqtrader:N:FR,SECURITY:FR:nasdaqtrader:N:FR,,common_equity,eligible,N,,,62.93,68.86,,71854910.3620635,-5.125885722900647,0.7847533632286963,1.3692010309278357,25.834833033393334,8.611675864072033,18.82584964026442,277.0,full,usable,2026-08-21,conditional,85.57,100.0,,,87.0,82.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRAF,Franklin Financial Services Corporation - Common Stock,nasdaqtrader:Q:FRAF,SECURITY:FRAF:nasdaqtrader:Q:FRAF,,common_equity,eligible,Q,,,62.01,64.17,,2150215.6562698414,-1.273682534628251,7.674943566591419,20.221015897634743,45.12052422185819,3.3660589060308665,19.72899580435822,277.0,full,usable,2026-08-21,conditional,46.07,100.0,,,65.0,10.0,45.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRBA,First Bank  - Common Stock,nasdaqtrader:Q:FRBA,SECURITY:FRBA:nasdaqtrader:Q:FRBA,,common_equity,eligible,Q,,,18.21,19.02,,1792768.9802380952,4.116638078902235,16.581306017925755,7.879146919431301,14.16927899686522,4.258675078864349,25.323999106707944,277.0,full,usable,2026-08-21,rejected,37.0,100.0,,,67.0,10.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRBT,"Forbright, Inc. - Class A Common Stock",nasdaqtrader:Q:FRBT,NAMECLASS:FORBRIGHT INC,,common_equity,eligible,Q,,,18.7,20.22,,3376440.2914,-4.05336069779374,,,,7.51730959446093,29.030375031519924,50.0,insufficient,usable,2026-08-21,recheck,,71.43,,,,28.0,45.0,76.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRD,Friedman Industries Inc. - Common Stock,nasdaqtrader:Q:FRD,SECURITY:FRD:nasdaqtrader:Q:FRD,,common_equity,eligible,Q,,,41.71,48.08,,3199700.4483333332,22.460364063417494,103.16609839259621,131.0803324099723,146.51300236406618,13.248752079866888,67.12753082446991,277.0,full,usable,2026-08-21,conditional,74.07,100.0,,,73.0,82.0,45.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRGT,"Freight Technologies, Inc. - Ordinary Shares",nasdaqtrader:Q:FRGT,SECURITY:FRGT:nasdaqtrader:Q:FRGT,,common_equity,eligible,Q,,,1.64,37.25,,1393411.9531746032,-47.93650793650793,-56.72823218997362,-72.20338983050848,-94.83464566929133,95.59731543624162,145.46382482503674,277.0,full,usable,2026-08-21,rejected,32.14,100.0,,,25.0,30.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRHC,Freedom Holding Corp. - Common Stock,nasdaqtrader:Q:FRHC,SECURITY:FRHC:nasdaqtrader:Q:FRHC,,common_equity,eligible,Q,,,170.66,175.4,,25328202.988650795,10.473847747281217,16.039980961446943,42.632678646050984,-1.653892698668824,2.7023945267959038,52.69327230384124,277.0,full,usable,2026-08-21,conditional,49.57,100.0,,,51.0,10.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRME,First Merchants Corporation - Common Stock,nasdaqtrader:Q:FRME,SECURITY:FRME:nasdaqtrader:Q:FRME,,common_equity,eligible,Q,,,42.03,45.23,,18049167.868492063,0.33420864168058895,4.4742729306487705,-0.8024545669105376,6.405063291139235,7.074950254256018,23.396841517269493,277.0,full,usable,2026-08-21,conditional,60.14,100.0,,,79.0,28.0,62.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRMI,Fermi Inc. - Common Stock,nasdaqtrader:Q:FRMI,SECURITY:FRMI:nasdaqtrader:Q:FRMI,,common_equity,eligible,Q,,,5.92,32.53,,138471223.3257143,-6.329113924050633,-2.310231023102305,-35.08771929824561,,81.80141407931141,131.3358049399518,224.0,limited_but_usable,usable,2026-08-21,conditional,61.57,100.0,,,59.0,30.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRMM,"Forum Markets, Incorporated - Common Stock",nasdaqtrader:Q:FRMM,SECURITY:FRMM:nasdaqtrader:Q:FRMM,,common_equity,eligible,Q,,,5.48,48.1,,1628513.1986507936,-3.3509700176366786,12.295081967213118,51.80055401662052,-89.52198852772466,88.60706860706861,81.67828641854231,277.0,full,usable,2026-08-21,rejected,32.14,100.0,,,25.0,30.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRNM,"Freenome, Inc. - Common stock",nasdaqtrader:Q:FRNM,SECURITY:FRNM:nasdaqtrader:Q:FRNM,,common_equity,eligible,Q,,,13.81,14.2,,5363857.865587302,13.196721311475423,23.303571428571445,3.6009002250562583,30.652790917691576,2.746478873239433,74.77255350227409,277.0,full,usable,2026-08-21,conditional,52.57,100.0,,,75.0,10.0,62.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRO,Frontline Plc Ordinary Shares,nasdaqtrader:N:FRO,SECURITY:FRO:nasdaqtrader:N:FRO,,common_equity,eligible,N,,,43.67,44.45,,102537163.83904761,12.406692406692411,13.60561914672218,25.777649769585253,129.359243697479,1.7547806524184528,35.79659174838601,277.0,full,usable,2026-08-21,conditional,58.43,100.0,,,73.0,10.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FROG,JFrog Ltd. - Ordinary shares,nasdaqtrader:Q:FROG,SECURITY:FROG:nasdaqtrader:Q:FROG,,common_equity,eligible,Q,,,92.13,98.1,,233976319.97150794,13.390769230769228,28.961366181410963,144.05298013245033,106.33818589025753,6.085626911314979,63.772803443391155,277.0,full,usable,2026-08-21,conditional,64.86,100.0,,,73.0,28.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRPH,"FRP Holdings, Inc. - Common Stock",nasdaqtrader:Q:FRPH,SECURITY:FRPH:nasdaqtrader:Q:FRPH,,common_equity,eligible,Q,,,22.68,26.22,,1774144.449047619,-2.114803625377648,-0.9606986899563297,-6.2422488631665995,-11.716621253406,13.501144164759726,25.685603271944828,277.0,full,usable,2026-08-21,rejected,64.43,100.0,,,73.0,82.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRPT,"Freshpet, Inc. - Common Stock",nasdaqtrader:Q:FRPT,SECURITY:FRPT:nasdaqtrader:Q:FRPT,,common_equity,eligible,Q,,,73.965,85.5,,84992983.05404761,30.541828450405937,44.18128654970761,-0.7314454435646267,21.45320197044336,13.491228070175431,55.36187746775989,277.0,full,usable,2026-08-21,conditional,82.14,100.0,,,75.0,82.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRSH,Freshworks Inc. - Class A Common Stock,nasdaqtrader:Q:FRSH,NAMECLASS:FRESHWORKS INC,,common_equity,eligible,Q,,,12.98,13.97,,166633511.8793651,32.85568065506654,43.10915104740904,73.9946380697051,-0.9916094584286772,7.0866141732283445,52.74966237947013,277.0,full,usable,2026-08-21,conditional,58.57,100.0,,,51.0,28.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRST,Primis Financial Corp. - Common Stock,nasdaqtrader:Q:FRST,SECURITY:FRST:nasdaqtrader:Q:FRST,,common_equity,eligible,Q,,,16.15,16.67,,3549735.9207936507,2.9318036966220484,12.386917188587333,16.354466858789607,49.675625579240034,3.119376124775064,21.00431789519465,277.0,full,usable,2026-08-21,conditional,46.07,100.0,,,65.0,10.0,45.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRSX,Foresight Autonomous Holdings Ltd. - American Depositary Shares,nasdaqtrader:Q:FRSX,SECURITY:FRSX:nasdaqtrader:Q:FRSX,,adr,eligible,Q,,,1.22,7.62,,1440512.329784127,-12.857142857142856,-39.30348258706468,-51.58730158730158,-82.01915991156964,83.98950131233596,67.68758746123373,277.0,full,usable,2026-08-21,rejected,35.57,100.0,,,37.0,30.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
FRT,Federal Realty Investment Trust Common Stock,nasdaqtrader:N:FRT,SECURITY:FRT:nasdaqtrader:N:FRT,,common_equity,eligible,N,,,116.74,127.13,,112646315.41301587,-6.480813906913408,-1.5765955652980446,8.64588180549093,21.06191019392305,8.172736568866512,15.747814770960048,277.0,full,usable,2026-08-21,conditional,88.14,100.0,,,87.0,82.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
