ticker,company,contract_id,issuer_id,issuer_cik,security_type,instrument_status,exchange,sector,industry,current_price,reference_52w_high,market_cap,avg_dollar_volume,return_1m_pct,return_3m_pct,return_6m_pct,return_12m_pct,drawdown_pct,historical_volatility_pct,trading_history_days,momentum_history_status,data_integrity_status,as_of,l2_status,l2_setup_score,l2_confidence_pct,l2_quality_prior_score,l2_room_to_target_score,setup_prior_growth,setup_pullback_geometry,setup_liquidity,setup_data_completeness,setup_model_version,l2_rules_hash
A,"Agilent Technologies, Inc. Common Stock",nasdaqtrader:N:A,SECURITY:A:nasdaqtrader:N:A,,common_equity,eligible,N,,,159.0,159.0,,307835029.11,13.782739373121512,38.513807822981086,29.373474369406004,33.49005121316431,0.0,26.297924694651552,277.0,full,usable,2026-08-21,conditional,56.14,100.0,,,65.0,10.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
AA,Alcoa Corporation Common Stock,nasdaqtrader:N:AA,SECURITY:AA:nasdaqtrader:N:AA,,common_equity,eligible,N,,,51.85,83.79,,318933314.94539684,14.535012149326265,-21.759468839595584,-14.28335262026781,76.78145243777703,38.11910729203962,49.73338331379191,277.0,full,usable,2026-08-21,conditional,95.07,100.0,,,95.0,95.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
AACG,"ATA Creativity Global - American Depositary Shares, each representing two common shares",nasdaqtrader:Q:AACG,SECURITY:AACG:nasdaqtrader:Q:AACG,,adr,eligible,Q,,,0.97,2.55,,251653.39802698416,9.295774647887335,-15.652173913043477,6.593406593406592,-47.28260869565217,61.96078431372549,87.08000796805763,277.0,full,usable,2026-08-21,rejected,58.43,100.0,,,67.0,70.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
AADX,"Applied Aerospace & Defense, Inc. Common Stock",nasdaqtrader:N:AADX,SECURITY:AADX:nasdaqtrader:N:AADX,,common_equity,eligible,N,,,14.96,23.85,,32249833.60839286,-21.675392670157066,,,,37.274633123689725,84.3061092236418,56.0,insufficient,usable,2026-08-21,recheck,,71.43,,,,95.0,80.0,76.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
AAL,"American Airlines Group, Inc. - Common Stock",nasdaqtrader:Q:AAL,SECURITY:AAL:nasdaqtrader:Q:AAL,,common_equity,eligible,Q,,,13.82,18.15,,1684835565.9448411,1.9549981556621132,1.6924208977189048,1.6924208977189048,7.968749999999991,23.856749311294756,53.879849499871405,277.0,full,usable,2026-08-21,conditional,91.14,100.0,,,79.0,92.0,100.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
AAMI,Acadian Asset Management Inc. Common Stock,nasdaqtrader:N:AAMI,SECURITY:AAMI:nasdaqtrader:N:AAMI,,common_equity,eligible,N,,,92.3,93.16,,38130327.49031746,15.04424778761062,27.1875430618713,73.39845951531092,97.3065412569474,0.9231429798196689,30.100664133845957,277.0,full,usable,2026-08-21,conditional,55.86,100.0,,,73.0,10.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
AAOI,"Applied Optoelectronics, Inc. - Common Stock",nasdaqtrader:Q:AAOI,SECURITY:AAOI:nasdaqtrader:Q:AAOI,,common_equity,eligible,Q,,,124.82,223.1,,1752345847.1939683,11.426530976611327,-29.404445449917993,141.5247678018576,469.1746466028271,44.05199462124608,154.23305132259853,277.0,full,usable,2026-08-21,conditional,93.93,100.0,,,85.0,95.0,100.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
AAON,"AAON, Inc. - Common Stock",nasdaqtrader:Q:AAON,SECURITY:AAON:nasdaqtrader:Q:AAON,,common_equity,eligible,Q,,,79.44,148.25,,121049103.47396825,-26.225854383358104,-39.99546793564468,-22.34604105571848,-0.8115869646647567,46.41483979763913,58.2700254591678,277.0,full,usable,2026-08-21,conditional,88.79,100.0,,,73.0,95.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
AAP,Advance Auto Parts Inc.,qrgf-resolution-required:N:AAP,SECURITY:AAP:qrgf-resolution-required:N:AAP,,common_equity,eligible,N,,,42.58,64.17,,111661762.6631746,-20.292025458629737,-27.362674854998293,-23.787363522462858,-24.71711456859972,33.64500545426212,96.53667352004508,277.0,full,usable,2026-08-21,conditional,87.71,100.0,,,73.0,92.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
AAPG,Ascentage Pharma Group International - American Depository Shares,nasdaqtrader:Q:AAPG,SECURITY:AAPG:nasdaqtrader:Q:AAPG,,adr,eligible,Q,,,17.0,47.9,,199871.81750952383,-12.031503071135463,-17.71539206195547,-31.8090653830726,-63.98305084745763,64.50939457202504,54.939199108064116,277.0,full,usable,2026-08-21,rejected,58.43,100.0,,,67.0,70.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
