ticker,company,contract_id,issuer_id,issuer_cik,security_type,instrument_status,exchange,sector,industry,current_price,reference_52w_high,market_cap,avg_dollar_volume,return_1m_pct,return_3m_pct,return_6m_pct,return_12m_pct,drawdown_pct,historical_volatility_pct,trading_history_days,momentum_history_status,data_integrity_status,as_of,l2_status,l2_setup_score,l2_confidence_pct,l2_quality_prior_score,l2_room_to_target_score,setup_prior_growth,setup_pullback_geometry,setup_liquidity,setup_data_completeness,setup_model_version,l2_rules_hash
GRFS,"Grifols, S.A. - American Depositary Shares",nasdaqtrader:Q:GRFS,SECURITY:GRFS:nasdaqtrader:Q:GRFS,,adr,eligible,Q,,,8.25,10.19,,5083208.633650794,6.451612903225801,5.229591836734704,-15.123456790123457,-22.022684310018903,19.038272816486746,36.69872324356152,277.0,full,usable,2026-08-19,conditional,74.29,100.0,,,61.0,82.0,62.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GRI,"GRI Bio, Inc. - Common Stock",nasdaqtrader:Q:GRI,SECURITY:GRI:nasdaqtrader:Q:GRI,,common_equity,eligible,Q,,,1.73,63.28,,376023.37476190476,14.569536423841068,-22.42152466367713,-31.075697211155372,-95.79689018464529,97.2661188369153,114.50536736037813,277.0,full,usable,2026-08-19,rejected,38.43,100.0,,,47.0,30.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GRMN,Garmin Ltd. Common Stock (Switzerland),nasdaqtrader:N:GRMN,SECURITY:GRMN:nasdaqtrader:N:GRMN,,common_equity,eligible,N,,,295.67,313.16,,236182398.02920637,24.939784491865623,29.28855656128384,24.51360229091215,27.11521926053311,5.585004470558186,52.048795228961396,277.0,full,usable,2026-08-19,conditional,62.57,100.0,,,65.0,28.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GRND,Grindr Inc. Common Stock,nasdaqtrader:N:GRND,SECURITY:GRND:nasdaqtrader:N:GRND,,common_equity,eligible,N,,,15.59,17.94,,25780084.497619048,3.2450331125827736,19.098548510313208,45.42910447761193,-6.3663663663663606,13.099219620958758,40.45960203210829,277.0,full,usable,2026-08-19,conditional,75.29,100.0,,,51.0,82.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GRNQ,Greenpro Capital Corp. - Common Stock,nasdaqtrader:Q:GRNQ,SECURITY:GRNQ:nasdaqtrader:Q:GRNQ,,common_equity,eligible,Q,,,12.99,30.3,,66771.91858412698,17.02702702702703,-16.19354838709677,-21.841155234657037,-5.869565217391304,57.128712871287135,155.90939747108018,277.0,full,usable,2026-08-19,rejected,60.14,100.0,,,73.0,70.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GRNT,"Granite Ridge Resources, Inc. Common Stock",nasdaqtrader:N:GRNT,SECURITY:GRNT:nasdaqtrader:N:GRNT,,common_equity,eligible,N,,,5.18,6.11,,4365459.665396825,10.212765957446802,-9.913043478260875,1.3698630136986134,-2.4482109227871973,15.220949263502458,35.5219124864349,277.0,full,usable,2026-08-19,conditional,74.07,100.0,,,73.0,82.0,45.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GRO,Brazil Potash Corp. Common Shares,nasdaqtrader:A:GRO,SECURITY:GRO:nasdaqtrader:A:GRO,,common_equity,eligible,A,,,2.26,3.89,,560130.7885714286,3.1963470319634535,-9.600000000000009,-13.740458015267187,42.13836477987418,41.90231362467867,47.3014046213115,277.0,full,usable,2026-08-19,rejected,73.07,100.0,,,87.0,95.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GROV,"Grove Collaborative Holdings, Inc. Class A Common Stock",nasdaqtrader:N:GROV,NAMECLASS:GROVE COLLABORATIVE HOLDINGS INC,,common_equity,eligible,N,,,1.03,1.56,,52938.0107936508,-7.207207207207212,-12.71186440677965,-31.78807947019867,-29.931972789115648,33.97435897435898,36.60571446995833,277.0,full,usable,2026-08-19,rejected,66.29,100.0,,,67.0,92.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GROW,"U.S. Global Investors, Inc. - Class A Common Stock",nasdaqtrader:Q:GROW,NAMECLASS:U S GLOBAL INVESTORS INC,,common_equity,eligible,Q,,,3.26,3.6,,75049.00325396826,12.413793103448278,23.954372623574137,3.821656050955413,32.52032520325203,9.444444444444455,22.138277007297052,277.0,full,usable,2026-08-19,rejected,65.0,100.0,,,75.0,82.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GROY,Gold Royalty Corp. Common Shares,nasdaqtrader:A:GROY,SECURITY:GROY:nasdaqtrader:A:GROY,,common_equity,eligible,A,,,3.35,5.21,,5853113.592539682,27.862595419847324,7.371794871794868,-21.545667447306784,9.477124183006547,35.700575815738965,42.715172150129185,277.0,full,usable,2026-08-19,conditional,80.64,100.0,,,67.0,95.0,62.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GRPN,"Groupon, Inc. - Common Stock",nasdaqtrader:Q:GRPN,SECURITY:GRPN:nasdaqtrader:Q:GRPN,,common_equity,eligible,Q,,,20.35,28.58,,37485421.58269841,-21.8809980806142,16.886846639862153,50.852483320978514,-30.805848350901055,28.796361091672484,79.99120485044115,277.0,full,usable,2026-08-19,conditional,77.14,100.0,,,45.0,92.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GRRR,Gorilla Technology Group Inc. - Ordinary shares,nasdaqtrader:Q:GRRR,SECURITY:GRRR:nasdaqtrader:Q:GRRR,,common_equity,eligible,Q,,,14.59,21.78,,24820376.532222223,14.611154752553013,14.162754303599389,27.7583187390543,-18.809126321647184,33.0119375573921,125.78412825168144,277.0,full,usable,2026-08-19,conditional,75.0,100.0,,,51.0,92.0,62.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GRSD,Grandstand Limited - Ordinary Shares,nasdaqtrader:Q:GRSD,SECURITY:GRSD:nasdaqtrader:Q:GRSD,,common_equity,eligible,Q,,,2.05,8.73,,1207117.7746825395,10.81081081081079,-11.637931034482762,-51.99063231850116,-76.80995475113123,76.51775486827034,91.79876944817151,277.0,full,usable,2026-08-19,rejected,35.57,100.0,,,37.0,30.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GRVY,"GRAVITY Co., Ltd. - American depositary shares, each representing one common share.",nasdaqtrader:Q:GRVY,SECURITY:GRVY:nasdaqtrader:Q:GRVY,,adr,eligible,Q,,,69.3,72.98,,3766166.7004761905,11.378977820636438,9.790874524714832,4.952294411631075,6.500691562932226,5.042477391066058,38.3468799670606,277.0,full,usable,2026-08-19,conditional,53.07,100.0,,,67.0,28.0,45.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GRWG,GrowGeneration Corp. - Common Stock,nasdaqtrader:Q:GRWG,SECURITY:GRWG:nasdaqtrader:Q:GRWG,,common_equity,eligible,Q,,,1.8,2.2,,634590.5419047619,28.57142857142858,14.649681528662416,60.7142857142857,14.649681528662416,18.181818181818187,70.31912634268684,277.0,full,usable,2026-08-19,rejected,59.86,100.0,,,57.0,82.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GS,"Goldman Sachs Group, Inc. (The) Common Stock",nasdaqtrader:N:GS,SECURITY:GS:nasdaqtrader:N:GS,,common_equity,eligible,N,,,1021.65,1152.07,,2267883390.398254,-5.8872839824606675,10.003876219394003,9.415998200764664,39.7682499726387,11.320492678396278,42.131487822556565,277.0,full,usable,2026-08-19,conditional,86.43,100.0,,,75.0,82.0,100.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GSAT,"Globalstar, Inc. - Common Stock",nasdaqtrader:Q:GSAT,SECURITY:GSAT:nasdaqtrader:Q:GSAT,,common_equity,eligible,Q,,,82.46,84.43,,100102195.29452382,3.242769500438203,0.8314991440449893,39.73902728351126,212.94117647058818,2.3332938528959013,15.36158841836296,277.0,full,usable,2026-08-19,conditional,61.86,100.0,,,85.0,10.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GSBC,"Great Southern Bancorp, Inc. - Common Stock",nasdaqtrader:Q:GSBC,SECURITY:GSBC:nasdaqtrader:Q:GSBC,,common_equity,eligible,Q,,,78.53,82.02,,7988551.247619048,-0.22868758734594374,14.70931931054631,23.126371903417997,31.563075892109225,4.255059741526446,17.919316858652135,277.0,full,usable,2026-08-19,conditional,49.71,100.0,,,65.0,10.0,62.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GSHD,"Goosehead Insurance, Inc. - Class A Common Stock",nasdaqtrader:Q:GSHD,NAMECLASS:GOOSEHEAD INSURANCE INC,,common_equity,eligible,Q,,,68.39,89.49,,28429352.810873017,27.23720930232558,65.55313483418057,44.34360489658082,-19.814749677570642,23.578053413789245,79.7498417991987,277.0,full,usable,2026-08-19,conditional,78.86,100.0,,,51.0,92.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GSIT,"GSI Technology, Inc. - Common Stock",nasdaqtrader:Q:GSIT,SECURITY:GSIT:nasdaqtrader:Q:GSIT,,common_equity,eligible,Q,,,5.97,12.97,,9219011.445396826,-4.480000000000006,-31.062355658198616,-14.347202295552364,89.52380952380952,53.97070161912105,92.6891313072187,277.0,full,usable,2026-08-19,conditional,79.71,100.0,,,95.0,70.0,62.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GSIW,Garden Stage Limited - Class A Ordinary Shares,nasdaqtrader:Q:GSIW,NAMECLASS:GARDEN STAGE LIMITED,,common_equity,eligible,Q,,,16.925,46.0,,254746.86323809522,-37.6840942562592,-40.06728045325778,-39.811522048364154,-28.283898305084744,63.20652173913044,119.5921784468227,277.0,full,usable,2026-08-19,rejected,58.43,100.0,,,67.0,70.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),nasdaqtrader:N:GSK,SECURITY:GSK:nasdaqtrader:N:GSK,,adr,eligible,N,,,52.88,61.18,,203429858.44174603,4.13548641197321,3.5847208619001147,-13.566525008172603,35.346813411824925,13.566525008172603,26.818678368785324,277.0,full,usable,2026-08-19,conditional,88.14,100.0,,,87.0,82.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
GSL,Global Ship Lease Inc New Class A Common Shares,nasdaqtrader:N:GSL,NAMECLASS:GLOBAL SHIP LEASE INC NEW,,common_equity,eligible,N,,,43.48,44.47,,13715993.071904762,3.400713436385261,7.917597418714317,11.430035879036371,41.3524057217165,2.2262199235439706,25.453310479419173,277.0,full,usable,2026-08-19,conditional,52.57,100.0,,,75.0,10.0,62.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
