ticker,company,contract_id,issuer_id,issuer_cik,security_type,instrument_status,exchange,sector,industry,current_price,reference_52w_high,market_cap,avg_dollar_volume,return_1m_pct,return_3m_pct,return_6m_pct,return_12m_pct,drawdown_pct,historical_volatility_pct,trading_history_days,momentum_history_status,data_integrity_status,as_of,l2_status,l2_setup_score,l2_confidence_pct,l2_quality_prior_score,l2_room_to_target_score,setup_prior_growth,setup_pullback_geometry,setup_liquidity,setup_data_completeness,setup_model_version,l2_rules_hash
CLIK,Click Holdings Limited - Ordinary Share,nasdaqtrader:Q:CLIK,SECURITY:CLIK:nasdaqtrader:Q:CLIK,,common_equity,eligible,Q,,,1.39,10.77,,1881068.7914285713,-13.125000000000009,-1.4184397163120588,-56.012658227848114,-86.67305848513902,87.09377901578459,77.5650867240044,277.0,full,usable,2026-08-21,rejected,35.57,100.0,,,37.0,30.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
CLIR,ClearSign Technologies Corporation - Common Stock,nasdaqtrader:Q:CLIR,SECURITY:CLIR:nasdaqtrader:Q:CLIR,,common_equity,eligible,Q,,,4.4787,10.6,,65211.908369841265,33.69253731343282,-10.60479041916167,-24.715078164397376,-17.488946204863677,57.74811320754717,69.42656484916381,277.0,full,usable,2026-08-21,rejected,60.14,100.0,,,73.0,70.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
CLLS,Cellectis S.A. - American Depositary Shares,nasdaqtrader:Q:CLLS,SECURITY:CLLS:nasdaqtrader:Q:CLLS,,adr,eligible,Q,,,3.405,5.35,,92839.72849206348,22.92418772563176,-3.2670454545454586,-12.692307692307692,20.744680851063823,36.35514018691589,55.774823323516976,277.0,full,usable,2026-08-21,rejected,73.07,100.0,,,87.0,95.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
CLMB,"Climb Global Solutions, Inc. - Common Stock",nasdaqtrader:Q:CLMB,SECURITY:CLMB:nasdaqtrader:Q:CLMB,,common_equity,eligible,Q,,,28.28,35.85,,3898038.550952381,12.669322709163344,36.42064640617464,-4.556193047586898,-2.6841018582243525,21.11576011157601,35.97860062472828,277.0,full,usable,2026-08-21,conditional,74.21,100.0,,,61.0,92.0,45.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
CLMT,"Calumet, Inc - Common Stock",nasdaqtrader:Q:CLMT,SECURITY:CLMT:nasdaqtrader:Q:CLMT,,common_equity,eligible,Q,,,49.01,50.81,,42948054.11587302,14.455861746847255,49.10252509887436,74.16488983653163,254.11849710982656,3.542609722495582,58.632310260954604,277.0,full,usable,2026-08-21,conditional,55.86,100.0,,,73.0,10.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
CLNE,Clean Energy Fuels Corp. - Common Stock,nasdaqtrader:Q:CLNE,SECURITY:CLNE:nasdaqtrader:Q:CLNE,,common_equity,eligible,Q,,,1.62,3.06,,3389655.6273809527,-22.488038277511947,-20.197044334975356,-37.93103448275862,-33.333333333333336,47.05882352941176,72.50290954369005,277.0,full,usable,2026-08-21,conditional,77.0,100.0,,,67.0,95.0,45.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
CLNN,Clene Inc. - Common Stock,nasdaqtrader:Q:CLNN,SECURITY:CLNN:nasdaqtrader:Q:CLNN,,common_equity,eligible,Q,,,4.32,12.5,,467347.413015873,-21.167883211678827,-36.563876651982376,-6.796116504854355,-23.13167259786476,65.44,73.59365650154285,277.0,full,usable,2026-08-21,rejected,45.86,100.0,,,73.0,30.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
CLOU,Global X Cloud Computing ETF,US:CLOU,SECURITY:CLOU:US:CLOU,,etf,eligible,Q,,,28.05,29.11,,9668537.765238095,24.55595026642985,24.666666666666657,48.177496038034874,28.55178735105408,3.641360357265544,32.53741052747779,277.0,full,usable,2026-08-21,conditional,49.71,100.0,,,65.0,10.0,62.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
CLOV,"Clover Health Investments, Corp.  - Class A Common stock",nasdaqtrader:Q:CLOV,NAMECLASS:CLOVER HEALTH INVESTMENTS CORP,,common_equity,eligible,Q,,,4.15,5.41,,30371283.50452381,-8.791208791208781,15.27777777777779,105.44554455445545,63.38582677165356,23.2902033271719,66.66481515433559,277.0,full,usable,2026-08-21,conditional,85.14,100.0,,,73.0,92.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
CLPR,Clipper Realty Inc. Common Stock,nasdaqtrader:N:CLPR,SECURITY:CLPR:nasdaqtrader:N:CLPR,,common_equity,eligible,N,,,3.28,4.48,,314928.1580952381,13.888888888888884,6.148867313915862,-4.9275362318840665,-19.80440097799511,26.785714285714302,37.10127346531567,277.0,full,usable,2026-08-21,rejected,64.57,100.0,,,61.0,92.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
