ticker,company,contract_id,issuer_id,issuer_cik,security_type,instrument_status,exchange,sector,industry,current_price,reference_52w_high,market_cap,avg_dollar_volume,return_1m_pct,return_3m_pct,return_6m_pct,return_12m_pct,drawdown_pct,historical_volatility_pct,trading_history_days,momentum_history_status,data_integrity_status,as_of,l2_status,l2_setup_score,l2_confidence_pct,l2_quality_prior_score,l2_room_to_target_score,setup_prior_growth,setup_pullback_geometry,setup_liquidity,setup_data_completeness,setup_model_version,l2_rules_hash
XLB,State Street Materials Select Sector SPDR ETF,US:XLB,SECURITY:XLB:US:XLB,,etf,eligible,P,,,53.54,53.62,,593717820.7184128,6.462517399085299,7.037185125949619,1.0951661631419807,18.819351975144237,0.14919806042521522,18.160100946367123,277.0,full,usable,2026-08-21,conditional,60.71,100.0,,,75.0,10.0,100.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
XLC,State Street Communication Services Select Sector SPDR ETF,US:XLC,SECURITY:XLC:US:XLC,,etf,eligible,P,,,111.4,120.08,,700937493.762381,5.712658948567095,-4.048234280792407,-4.623287671232868,1.4110150204824867,7.228514323784141,22.08967674561208,277.0,full,usable,2026-08-21,conditional,68.29,100.0,,,79.0,28.0,100.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
XLE,State Street Energy Select Sector SPDR ETF,US:XLE,SECURITY:XLE:US:XLE,,etf,eligible,P,,,63.64,63.75,,1828760724.2030158,7.1741327046143555,7.627261965161503,15.962099125364437,48.34498834498835,0.1725490196078372,22.251006047478423,277.0,full,usable,2026-08-21,conditional,57.86,100.0,,,65.0,10.0,100.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
XLF,State Street Financial Select Sector SPDR ETF,US:XLF,SECURITY:XLF:US:XLF,,etf,eligible,P,,,57.48,58.26,,1870089106.615238,2.955400322407309,11.115406920548999,9.506572680510562,8.719500662001135,1.3388259526261659,10.839415168802715,277.0,full,usable,2026-08-21,conditional,58.43,100.0,,,67.0,10.0,100.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
XLI,State Street Industrial Select Sector SPDR ETF,US:XLI,SECURITY:XLI:US:XLI,,etf,eligible,P,,,180.25,186.51,,1271657515.2760317,-0.9288776519731812,5.699876854512409,1.7040004513908524,19.197196138076976,3.3563883974049635,15.976706613239209,277.0,full,usable,2026-08-21,conditional,60.71,100.0,,,75.0,10.0,100.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
XLK,State Street Technology Select Sector SPDR ETF,US:XLK,SECURITY:XLK:US:XLK,,etf,eligible,P,,,183.31,198.21,,2004646452.3831747,2.723451947324196,2.637178051511757,30.11783077796708,41.08366043254059,7.517279652893394,30.430958594728114,277.0,full,usable,2026-08-21,conditional,67.71,100.0,,,77.0,28.0,100.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
XLO,"Xilio Therapeutics, Inc. - Common Stock",nasdaqtrader:Q:XLO,SECURITY:XLO:nasdaqtrader:Q:XLO,,common_equity,eligible,Q,,,9.23,12.08,,303443.5204761905,11.07099879663056,7.638483965014586,16.027655562539287,-0.6458557588804981,23.592715231788077,30.965669454879286,277.0,full,usable,2026-08-21,rejected,61.71,100.0,,,51.0,92.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
XLP,State Street Consumer Staples Select Sector SPDR ETF,US:XLP,SECURITY:XLP:US:XLP,,etf,eligible,P,,,85.99,90.01,,967822704.6734921,3.3409445980050467,1.5709898417198165,-2.161793150529079,3.328526796443154,4.466170425508286,17.554171657671525,277.0,full,usable,2026-08-21,conditional,61.86,100.0,,,79.0,10.0,100.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
XLRE,State Street Real Estate Select Sector SPDR ETF,US:XLRE,SECURITY:XLRE:US:XLRE,,etf,eligible,P,,,45.08,46.01,,233113736.9273016,0.2892102335928737,1.3033707865168553,3.489439853076215,7.769543389911537,2.021299717452729,13.356227202131024,277.0,full,usable,2026-08-21,conditional,60.14,100.0,,,79.0,10.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
XLU,State Street Utilities Select Sector SPDR ETF,US:XLU,SECURITY:XLU:US:XLU,,etf,eligible,P,,,42.77,47.73,,890228807.5326984,-7.404200043299403,-4.955555555555547,-7.684006043600244,-0.7426317010907457,10.391787135973175,13.972849891485117,277.0,full,usable,2026-08-21,conditional,85.86,100.0,,,73.0,82.0,100.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
