ticker,company,contract_id,issuer_id,issuer_cik,security_type,instrument_status,exchange,sector,industry,current_price,reference_52w_high,market_cap,avg_dollar_volume,return_1m_pct,return_3m_pct,return_6m_pct,return_12m_pct,drawdown_pct,historical_volatility_pct,trading_history_days,momentum_history_status,data_integrity_status,as_of,l2_status,l2_setup_score,l2_confidence_pct,l2_quality_prior_score,l2_room_to_target_score,setup_prior_growth,setup_pullback_geometry,setup_liquidity,setup_data_completeness,setup_model_version,l2_rules_hash
BTBT,"Bit Digital, Inc. - Ordinary Share",nasdaqtrader:Q:BTBT,SECURITY:BTBT:nasdaqtrader:Q:BTBT,,common_equity,eligible,Q,,,1.4,4.22,,44978307.709841266,-11.392405063291145,-19.075144508670526,-14.110429447852757,-52.38095238095239,66.82464454976304,92.01297752896055,277.0,full,usable,2026-08-19,conditional,61.29,100.0,,,67.0,30.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTCS,BTCS Inc. - Common Stock,nasdaqtrader:Q:BTCS,SECURITY:BTCS:nasdaqtrader:Q:BTCS,,common_equity,eligible,Q,,,1.26,5.96,,1058778.7029492063,17.757009345794383,-23.636363636363633,-19.74522292993631,-74.12731006160165,78.85906040268456,71.0946599144197,277.0,full,usable,2026-08-19,rejected,38.43,100.0,,,47.0,30.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTCT,BTC Digital Ltd. - Ordinary Shares,nasdaqtrader:Q:BTCT,SECURITY:BTCT:nasdaqtrader:Q:BTCT,,common_equity,eligible,Q,,,0.8367,3.08,,3290341.5372222224,9.329674637397112,-23.238532110091747,-29.68907563025209,-67.56976744186048,72.8344155844156,193.0435505333469,277.0,full,usable,2026-08-19,conditional,53.79,100.0,,,67.0,30.0,45.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTDR,Bitdeer Technologies Group - Ordinary Shares,nasdaqtrader:Q:BTDR,SECURITY:BTDR:nasdaqtrader:Q:BTDR,,common_equity,eligible,Q,,,9.63,25.9,,162015270.34738097,-22.83653846153846,-24.941543257989085,0.20811654526535772,-32.93871866295264,62.818532818532816,136.27828982555286,277.0,full,usable,2026-08-19,conditional,78.14,100.0,,,67.0,70.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTE,Baytex Energy Corp Common Shares,nasdaqtrader:N:BTE,SECURITY:BTE:nasdaqtrader:N:BTE,,common_equity,eligible,N,,,4.73,5.32,,79344910.27809523,11.820330969267134,-11.090225563909772,30.66298342541438,134.1584158415842,11.090225563909772,44.18471780535102,277.0,full,usable,2026-08-19,conditional,85.0,100.0,,,85.0,82.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTG,B2Gold Corp Common shares (Canada),nasdaqtrader:A:BTG,SECURITY:BTG:nasdaqtrader:A:BTG,,common_equity,eligible,A,,,5.27,6.21,,97885001.22777778,37.95811518324608,14.069264069264054,-2.0446096654275103,35.47557840616966,15.136876006441236,71.10731389946152,277.0,full,usable,2026-08-19,conditional,82.14,100.0,,,75.0,82.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTGO,"BitGo Holdings, Inc. Class A Common Stock",nasdaqtrader:N:BTGO,NAMECLASS:BITGO HOLDINGS INC,,common_equity,eligible,N,,,6.25,18.49,,8996535.186349206,10.619469026548668,-23.68742368742368,-39.083820662768034,,66.19794483504597,85.99537250443086,145.0,limited_but_usable,usable,2026-08-19,conditional,55.14,100.0,,,59.0,30.0,62.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",nasdaqtrader:N:BTI,SECURITY:BTI:nasdaqtrader:N:BTI,,adr,eligible,N,,,55.98,66.7,,253907803.85682538,-8.85704982090525,-15.258855585831066,-4.909121793782911,-3.014553014553023,16.071964017991014,34.119861033394315,277.0,full,usable,2026-08-19,conditional,84.14,100.0,,,73.0,82.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTMD,Biote Corp. - Class A common stock,nasdaqtrader:Q:BTMD,NAMECLASS:BIOTE CORP,,common_equity,eligible,Q,,,1.36,3.49,,547398.8474603174,-46.031746031746025,-31.139240506329113,-34.299516908212546,-54.96688741721854,61.03151862464183,120.48235586976797,277.0,full,usable,2026-08-19,rejected,58.43,100.0,,,67.0,70.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTOG,Bit Origin Limited - Class A Ordinary Shares,nasdaqtrader:Q:BTOG,NAMECLASS:BIT ORIGIN LIMITED,,common_equity,eligible,Q,,,0.8617,30.96,,1421544.8493174603,-8.534125888971445,-47.775757575757574,-69.11469534050178,-96.82146809295463,97.21673126614986,82.34586090252472,277.0,full,usable,2026-08-19,rejected,32.14,100.0,,,25.0,30.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTQ,BTQ Technologies Corp. - Common Stock,nasdaqtrader:Q:BTQ,SECURITY:BTQ:nasdaqtrader:Q:BTQ,,common_equity,eligible,Q,,,3.59,14.14,,15910748.220714286,4.057971014492745,31.5018315018315,39.96101364522418,,74.61103253182462,79.284241266388,225.0,limited_but_usable,usable,2026-08-19,conditional,48.86,100.0,,,37.0,30.0,62.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTSG,"BrightSpring Health Services, Inc. - Common Stock",nasdaqtrader:Q:BTSG,SECURITY:BTSG:nasdaqtrader:Q:BTSG,,common_equity,eligible,Q,,,59.33,72.91,,247282186.10198414,-18.233186328555682,4.601551480959087,44.179829890643994,156.95106106539626,18.62570292140996,72.36957462013116,277.0,full,usable,2026-08-19,conditional,87.57,100.0,,,85.0,82.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTTC,Black Titan Corp - Ordinary Shares,nasdaqtrader:Q:BTTC,SECURITY:BTTC:nasdaqtrader:Q:BTTC,,common_equity,eligible,Q,,,0.6006,23.98,,532944.2083666667,-42.800000000000004,-47.08370044052863,-62.69565217391304,-88.4054054054054,97.4954128440367,101.36482615097877,277.0,full,usable,2026-08-19,rejected,32.14,100.0,,,25.0,30.0,0.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BTU,Peabody Energy Corporation Common Stock,nasdaqtrader:N:BTU,SECURITY:BTU:nasdaqtrader:N:BTU,,common_equity,eligible,N,,,26.85,39.5,,76684223.29984127,16.384915474642405,13.100252737994955,-19.345148693301283,57.01754385964912,32.0253164556962,52.66035489063721,277.0,full,usable,2026-08-19,conditional,88.0,100.0,,,83.0,92.0,80.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),nasdaqtrader:N:BUD,SECURITY:BUD:nasdaqtrader:N:BUD,,adr,eligible,N,,,78.13,86.48,,161696330.18476188,-4.193746167995094,-4.61482114515932,-0.9633667131448864,26.937449228269706,9.655411655874202,25.5313953158812,277.0,full,usable,2026-08-19,conditional,88.14,100.0,,,87.0,82.0,92.0,100.0,2.2.0,c8f1bf1665a8c5dfb834c0571e7dd5f6b6e5ccd00eab00295338bd42cfde549b
