ticker,company,contract_id,security_type,instrument_status,exchange,sector,industry,price,market_cap,avg_dollar_volume,return_1m,return_3m,return_6m,return_12m,drawdown_52w,historical_volatility,trading_history_days,momentum_history_status,history_data_status,as_of,percent_unit,market_cap_applicability,market_cap_source
FRSX,Foresight Autonomous Holdings Ltd. - American Depositary Shares,nasdaqtrader:Q:FRSX,adr,eligible,Q,,,1.3,,1441677.4908571427,-9.090909090909083,-34.67336683417085,-51.292618958411396,-83.4077855775367,84.11534701857282,66.52603519755111,277,full,usable,2026-08-14,percent,optional,
FRT,Federal Realty Investment Trust Common Stock,nasdaqtrader:N:FRT,common_equity,eligible,N,,,118.39,,114463296.55126983,-5.559987236758134,4.015111579687236,13.021479713603812,25.174455487418058,6.8748525131754885,16.84245977395648,277,full,usable,2026-08-14,percent,deferred,
FRTT,Fort Technology Inc. - Common Shares,nasdaqtrader:Q:FRTT,common_equity,eligible,Q,,,1.11,,5195261.009125001,23.347038559839994,,,,67.35294117647058,176.7484002087643,48,insufficient,usable,2026-08-14,percent,deferred,
FRVO,Fervo Energy Company - Class A common stock,nasdaqtrader:Q:FRVO,common_equity,eligible,Q,,,19.76,,97176226.66087303,-14.495889225443525,-51.36598572483386,,,53.50588235294118,150.9159351632767,65,insufficient,usable,2026-08-14,percent,deferred,
FSBC,Five Star Bancorp - Common Stock,nasdaqtrader:Q:FSBC,common_equity,eligible,Q,,,46.75,,7678565.79936508,-5.89774557165862,14.2193989738578,15.631956467969331,48.22447685478757,5.89774557165862,19.918347513360484,277,full,usable,2026-08-14,percent,deferred,
FSBW,"FS Bancorp, Inc. - Common Stock",nasdaqtrader:Q:FSBW,common_equity,eligible,Q,,,43.48,,815378.9669841271,-3.954053457035578,8.428927680797994,3.400713436385261,5.636540330417872,3.954053457035578,25.15448064057752,277,full,usable,2026-08-14,percent,deferred,
FSCO,FS Credit Opportunities Corp. Common Stock,nasdaqtrader:N:FSCO,common_equity,eligible,N,,,5.11,,4993339.740952381,5.797101449275366,-0.583657587548625,-13.242784380305594,-31.03913630229419,32.04787234042552,12.494163467737685,277,full,usable,2026-08-14,percent,deferred,
FSEA,"First Seacoast Bancorp, Inc. - Common Stock",nasdaqtrader:Q:FSEA,common_equity,eligible,Q,,,17.1,,254295.21096666667,1.3033175355450455,2.5487256371814038,27.232142857142883,49.01960784313728,0.11507210990846506,2.38481607203111,277,full,usable,2026-08-14,percent,deferred,
FSI,Flexible Solutions International Inc. Common Stock (CDA),nasdaqtrader:A:FSI,common_equity,eligible,A,,,5.04,,116365.2480095238,-17.037037037037038,-21.37285491419657,-12.195121951219512,-32.889480692410125,55.2,42.36329388903462,277,full,usable,2026-08-14,percent,deferred,
FSK,FS KKR Capital Corp. Common Stock,nasdaqtrader:N:FSK,common_equity,eligible,N,,,12.36,,30179678.778571427,11.25112511251125,14.444444444444438,-8.17236255572067,-30.949720670391056,32.23684210526315,39.409397878338304,277,full,usable,2026-08-14,percent,deferred,
FSLR,"First Solar, Inc. - Common Stock",nasdaqtrader:Q:FSLR,common_equity,eligible,Q,,,225.56,,620691655.2242857,6.431368848204588,-2.616354373542873,2.3179859378543943,22.029863665873183,29.124901806755698,51.542040995942465,277,full,usable,2026-08-14,percent,deferred,
FSLY,"Fastly, Inc. - Class A Common Stock",nasdaqtrader:Q:FSLY,common_equity,eligible,Q,,,29.93,,127353898.0295238,47.29330708661416,69.28733031674209,86.59600997506236,313.39779005524855,10.65671641791045,83.76185053146925,277,full,usable,2026-08-14,percent,deferred,
FSM,Fortuna Mining Corp. Common Shares,nasdaqtrader:N:FSM,common_equity,eligible,N,,,10.67,,47880368.41444445,29.647630619684072,3.291384317521784,2.6948989412896918,47.988904299583915,21.888726207906295,50.11775740332261,277,full,usable,2026-08-14,percent,deferred,
FSP,Franklin Street Properties Corp. Common Stock,nasdaqtrader:A:FSP,common_equity,eligible,A,,,0.4882,,329711.71314126987,1.856874608804504,-5.2406832298136585,-36.76165803108808,-70.23170731707317,71.45029239766082,53.57541088968764,277,full,usable,2026-08-14,percent,deferred,
FSS,Federal Signal Corporation Common Stock,nasdaqtrader:N:FSS,common_equity,eligible,N,,,125.85,,63156577.17714285,5.313807531380754,9.35870698644421,5.437332439678277,-2.975869246781293,5.983863738233985,49.72053458173063,277,full,usable,2026-08-14,percent,deferred,
FSTR,L.B. Foster Company - Common Stock,nasdaqtrader:Q:FSTR,common_equity,eligible,Q,,,38.74,,3896375.3030952383,-8.394419484511694,-3.463742835783701,23.140495867768607,59.55518945634266,14.235111799867173,30.554005064758282,277,full,usable,2026-08-14,percent,deferred,
FSUN,FirstSun Capital Bancorp - Common Stock,nasdaqtrader:Q:FSUN,common_equity,eligible,Q,,,41.11,,10467742.007301588,12.66100301452453,16.723452583759226,7.42095636268616,11.469631236442513,0.7004830917874405,48.41437405098646,277,full,usable,2026-08-14,percent,deferred,
FSV,FirstService Corporation - Common Shares,nasdaqtrader:Q:FSV,common_equity,eligible,Q,,,140.81,,30816047.8365873,-6.877851993915751,8.390424139789099,-6.376329787234047,-29.535104839113245,32.44254665835052,35.445224986775685,277,full,usable,2026-08-14,percent,deferred,
FT,Franklin Universal Trust Common Stock,nasdaqtrader:N:FT,common_equity,eligible,N,,,7.89,,293264.5515873016,-2.1091811414392203,-2.2886015752712097,-4.47941888619855,-0.7547169811320864,5.282112845138065,7.041911127331731,277,full,usable,2026-08-14,percent,deferred,
FTAI,FTAI Aviation Ltd. - Common Stock,nasdaqtrader:Q:FTAI,common_equity,eligible,Q,,,217.13,,302443948.22444445,6.593028964162984,-16.149835875651664,-20.994796783466143,48.719178082191775,29.96710101922333,65.05465563358082,277,full,usable,2026-08-14,percent,deferred,
FTCI,"FTC Solar, Inc. - Common Stock",nasdaqtrader:Q:FTCI,common_equity,eligible,Q,,,2.34,,619914.4337301587,-45.581395348837205,-48.0,-75.21186440677965,-51.35135135135135,81.28,104.9412741171315,277,full,usable,2026-08-14,percent,deferred,
FTDR,"Frontdoor, Inc. - Common Stock",nasdaqtrader:Q:FTDR,common_equity,eligible,Q,,,86.47,,42917060.28896825,14.008833805788123,38.79614767255217,51.33006650332517,44.913691972515494,4.800176153253332,63.24022026122182,277,full,usable,2026-08-14,percent,deferred,
FTEK,"Fuel Tech, Inc. - Common Stock",nasdaqtrader:Q:FTEK,common_equity,eligible,Q,,,1.45,,588701.4568253969,-6.451612903225811,0.0,14.173228346456689,-51.66666666666666,60.05509641873279,51.56236153525309,277,full,usable,2026-08-14,percent,deferred,
FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,nasdaqtrader:A:FTF,common_equity,eligible,A,,,5.84,,1370649.2676984125,-0.256191289496166,-1.683501683501687,-5.8064516129032295,-9.316770186335411,10.291858678955457,7.79726637911774,277,full,usable,2026-08-14,percent,deferred,
FTFT,Future FinTech Group Inc. - Common Stock,nasdaqtrader:Q:FTFT,common_equity,eligible,Q,,,0.8251,,172035.75635873014,-42.70138888888889,-83.0922131147541,-86.15604026845638,-97.15089779005524,98.37834119496856,99.8384917704597,277,full,usable,2026-08-14,percent,deferred,
FTH,"Faeth Therapeutics, Inc.  - Common Stock",nasdaqtrader:Q:FTH,common_equity,eligible,Q,,,32.34,,4727006.960714285,24.672320740169628,63.16851664984866,255.77557755775584,327.7890949496019,10.56415929203538,115.37824500582828,277,full,usable,2026-08-14,percent,deferred,
FTHM,Fathom Holdings Inc. - Common Stock,nasdaqtrader:Q:FTHM,common_equity,eligible,Q,,,0.7526,,1808877.7468111112,-18.655425853869435,9.072463768115968,-22.412371134020614,-42.107692307692304,73.5,77.3824098443512,277,full,usable,2026-08-14,percent,deferred,
FTI,TechnipFMC plc Ordinary Share,nasdaqtrader:N:FTI,common_equity,eligible,N,,,78.61,,327032178.39634925,9.165393695320079,7.670182166826445,28.784403669724767,124.47173043974868,0.0,36.857298401451935,277,full,usable,2026-08-14,percent,deferred,
FTK,"Flotek Industries, Inc. Common Stock",nasdaqtrader:N:FTK,common_equity,eligible,N,,,35.83,,10255857.33,38.7683965917893,74.78048780487805,115.45399879735419,183.0173775671406,7.70221535291088,105.0736740898931,277,full,usable,2026-08-14,percent,deferred,
FTLF,"FitLife Brands, Inc. - Common Stock",nasdaqtrader:Q:FTLF,common_equity,eligible,Q,,,10.8,,296722.35650793655,-3.2258064516129004,5.46875,-23.5127478753541,-33.41553637484586,47.97687861271677,46.77677565217492,277,full,usable,2026-08-14,percent,deferred,
FTNT,"Fortinet, Inc. - Common Stock",nasdaqtrader:Q:FTNT,common_equity,eligible,Q,,,160.01,,893997057.6596825,-0.4789152879711489,31.30641720006564,89.90030856871584,101.70175217446112,4.920078436033037,39.151942570475825,277,full,usable,2026-08-14,percent,deferred,
FTRA,FutureCorp Space Acquisition 1 Class A Ordinary Shares,nasdaqtrader:N:FTRA,common_equity,eligible,N,,,9.86,,658983.7937066667,,,,,0.5045408678102992,,15,insufficient,usable,2026-08-14,percent,deferred,
FTRE,Fortrea Holdings Inc. - Common Stock,nasdaqtrader:Q:FTRE,common_equity,eligible,Q,,,17.41,,25415436.38095238,-2.845982142857151,22.26123595505618,69.52288218111005,122.06632653061224,15.893719806763285,57.95729665459858,277,full,usable,2026-08-14,percent,deferred,
FTS,Fortis Inc. Common Shares,nasdaqtrader:N:FTS,common_equity,eligible,N,,,56.68,,43264276.30968253,-3.391852735640022,0.425230333097093,1.0518809056872858,12.304339211412717,3.6709721278042173,14.166395658719367,277,full,usable,2026-08-14,percent,deferred,
FTV,Fortive Corporation Common Stock,nasdaqtrader:N:FTV,common_equity,eligible,N,,,61.62,,179196118.55333334,-1.329063250600493,4.582484725050917,10.035714285714281,26.451877693412683,3.8539553752535594,31.1849271528921,277,full,usable,2026-08-14,percent,deferred,
FTW,Presidio Production Company Class A Common Stock,nasdaqtrader:N:FTW,common_equity,eligible,N,,,11.22,,1272341.136825397,-7.578253706754534,-0.2666666666666595,6.25,8.301158301158317,19.39655172413792,14.3907067240928,277,full,usable,2026-08-14,percent,deferred,
FUBO,FuboTV Inc. Class A Common Stock,nasdaqtrader:N:FUBO,common_equity,eligible,N,,,10.15,,14470409.650793651,-1.0721247563352798,3.783231083844596,-36.40350877192983,-77.50443262411348,81.45102339181287,83.66936036592966,277,full,usable,2026-08-14,percent,deferred,
FUFU,BitFuFu Inc. - Class A Ordinary Shares,nasdaqtrader:Q:FUFU,common_equity,eligible,Q,,,1.45,,346239.2617460317,1.3986013986013957,-33.17972350230415,-41.29554655870445,-62.9156010230179,65.7210401891253,76.62103499908987,277,full,usable,2026-08-14,percent,deferred,
FUL,H. B. Fuller Company Common Stock,nasdaqtrader:N:FUL,common_equity,eligible,N,,,62.75,,47777665.907619044,7.448630136986312,5.444463115442777,-5.879706014699271,3.787628183923264,7.023262705586008,32.19070683911171,277,full,usable,2026-08-14,percent,deferred,
