ticker,company,contract_id,security_type,instrument_status,exchange,sector,industry,price,market_cap,avg_dollar_volume,return_1m,return_3m,return_6m,return_12m,drawdown_52w,historical_volatility,trading_history_days,momentum_history_status,history_data_status,as_of,percent_unit,market_cap_applicability,market_cap_source
DBI,Designer Brands Inc. Class A Common Stock,nasdaqtrader:N:DBI,common_equity,eligible,N,,,6.14,,4166574.201587301,9.44741532976825,-3.9123630672926457,-7.669172932330836,103.31125827814569,32.60153677277716,58.44973987770244,277,full,usable,2026-08-13,percent,deferred,
DBVT,DBV Technologies S.A. - American Depositary Shares,nasdaqtrader:Q:DBVT,adr,eligible,Q,,,14.03,,4947921.480873016,-10.693825588796956,-28.418367346938787,-37.920353982300895,43.01732925586135,42.8280358598207,51.611507389718035,277,full,usable,2026-08-13,percent,optional,
DBX,"Dropbox, Inc. - Class A Common Stock",nasdaqtrader:Q:DBX,common_equity,eligible,Q,,,35.93,,119991001.62634921,18.38550247116968,37.13740458015267,47.1937730438345,31.467252103915122,0.0,38.39223234686428,277,full,usable,2026-08-13,percent,deferred,
DC,Dakota Gold Corp. Common Stock,nasdaqtrader:A:DC,common_equity,eligible,A,,,6.17,,7431278.9306349205,43.48837209302325,-3.89408099688473,0.48859934853420217,50.48780487804878,11.857142857142854,59.56091629965441,277,full,usable,2026-08-13,percent,deferred,
DCBO,Docebo Inc. - Common Shares,nasdaqtrader:Q:DCBO,common_equity,eligible,Q,,,23.42,,2096818.4523015874,33.59954363947519,40.40767386091129,24.244031830238733,-26.003159557661913,27.26708074534162,61.593591735523276,277,full,usable,2026-08-13,percent,deferred,
DCH,Dauch Corporation Common Stock,nasdaqtrader:N:DCH,common_equity,eligible,N,,,6.75,,22705463.869365077,27.118644067796627,3.053435114503822,-21.42025611175785,18.213660245183895,25.0,59.288477485795845,277,full,usable,2026-08-13,percent,deferred,
DCI,"Donaldson Company, Inc. Common Stock",nasdaqtrader:N:DCI,common_equity,eligible,N,,,95.71,,68283471.89380953,7.214069676263013,14.035505778625023,-13.439450122094598,29.82908301682039,13.439450122094598,22.398639101704777,277,full,usable,2026-08-13,percent,deferred,
DCO,Ducommun Incorporated Common Stock,nasdaqtrader:N:DCO,common_equity,eligible,N,,,199.03,,47249015.40396825,14.089997133849241,31.677141912007944,65.14271490209094,115.0745623514156,1.206194778119729,49.90280881043854,277,full,usable,2026-08-13,percent,deferred,
DCOM,"Dime Commercial Bancshares, Inc. Common Stock",nasdaqtrader:N:DCOM,common_equity,eligible,N,,,41.2,,12739810.063650794,1.8541409147095234,13.969571230982037,15.697837686043247,42.019993105825584,1.2937230474365125,20.808542339264047,277,full,usable,2026-08-13,percent,deferred,
DCOY,Decoy Therapeutics Inc. - Common Stock,nasdaqtrader:Q:DCOY,common_equity,eligible,Q,,,3.53,,2187478.3373238095,-42.88025889967637,-26.763485477178428,-59.481175390266294,-96.43434343434343,95.94625631603122,119.72798775839888,277,full,usable,2026-08-13,percent,deferred,
DCTH,"Delcath Systems, Inc. - Common Stock",nasdaqtrader:Q:DCTH,common_equity,eligible,Q,,,17.36,,7294559.443809523,31.714719271623682,49.52627045650302,82.73684210526315,59.558823529411754,0.0,75.54937044899106,277,full,usable,2026-08-13,percent,deferred,
DCX,Digital Currency X Technology Inc. - Class A Ordinary Shares,nasdaqtrader:Q:DCX,common_equity,eligible,Q,,,1.03,,940888.6764920636,9.574468085106403,-53.60360360360361,-59.60784313725489,-99.95283882783883,99.95177902621722,143.15396268685595,277,full,usable,2026-08-13,percent,deferred,
DD,"DuPont de Nemours, Inc. Common Stock",nasdaqtrader:N:DD,common_equity,eligible,N,,,144.1,,206612486.96380952,6.851549755301778,-6.111545478238201,-6.785691183129572,-33.22211409240465,41.53683868873742,23.036970568580593,277,full,usable,2026-08-13,percent,deferred,
DDC,DDC Enterprise Limited Class A Ordinary Shares,nasdaqtrader:A:DDC,common_equity,eligible,A,,,0.6959,,118136.40667539682,10.110759493670884,-46.469230769230776,-72.27490039840637,-93.27632850241547,95.0007183908046,145.65655678894217,277,full,usable,2026-08-13,percent,deferred,
DDD,3D Systems Corporation Common Stock,nasdaqtrader:N:DDD,common_equity,eligible,N,,,3.62,,13901496.981269842,22.297297297297302,13.124999999999986,66.05504587155964,58.77192982456143,6.70103092783505,88.565765600447,277,full,usable,2026-08-13,percent,deferred,
DDI,"DoubleDown Interactive Co., Ltd. - American Depository Shares",nasdaqtrader:Q:DDI,adr,eligible,Q,,,12.48,,1164710.6308730158,10.63829787234043,5.762711864406778,47.6923076923077,31.092436974789916,0.0,14.88636084391575,277,full,usable,2026-08-13,percent,optional,
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),nasdaqtrader:N:DDL,adr,eligible,N,,,2.34,,1048145.3180952381,2.6315789473684292,-8.949416342412453,-22.000000000000007,13.043478260869556,26.875000000000004,43.500076686625576,277,full,usable,2026-08-13,percent,optional,
DDOG,"Datadog, Inc. - Class A Common Stock",nasdaqtrader:Q:DDOG,common_equity,eligible,Q,,,252.24,,1302752630.5622222,-4.6207365953263135,22.858116993814235,98.09942668656248,95.59553349875931,12.462259239979169,82.42277418775893,277,full,usable,2026-08-13,percent,deferred,
DDS,"Dillard's, Inc. Common Stock",nasdaqtrader:N:DDS,common_equity,eligible,N,,,613.81,,76165635.32333334,14.39727150738035,15.178638444794723,-4.633096654910441,28.296720523378525,16.000437918246146,37.095935520759525,277,full,usable,2026-08-13,percent,deferred,
DE,Deere & Company Common Stock,nasdaqtrader:N:DE,common_equity,eligible,N,,,612.38,,747914459.828254,3.8847798059306493,5.4645655730646725,-0.05059654964175708,21.059602649006614,7.563887756796328,31.13453671088959,277,full,usable,2026-08-13,percent,deferred,
