ticker,company,contract_id,security_type,instrument_status,exchange,sector,industry,price,market_cap,avg_dollar_volume,return_1m,return_3m,return_6m,return_12m,drawdown_52w,historical_volatility,trading_history_days,momentum_history_status,history_data_status,as_of,percent_unit,market_cap_applicability,market_cap_source
KEX,Kirby Corporation Common Stock,nasdaqtrader:N:KEX,common_equity,eligible,N,,,139.93,,80848865.52904762,-6.150234741784033,-3.9074302980359854,6.865740033603185,43.40028694404592,8.296742905826072,36.49901224498506,277,full,usable,2026-08-21,percent,deferred,
KEY,KeyCorp Common Stock,nasdaqtrader:N:KEY,common_equity,eligible,N,,,21.87,,252281828.25095236,-3.741197183098577,1.768264308980938,-1.4864864864864824,20.03293084522504,8.837015423092943,19.735264083472405,277,full,usable,2026-08-21,percent,deferred,
KEYS,Keysight Technologies Inc. Common Stock,nasdaqtrader:N:KEYS,common_equity,eligible,N,,,316.13,,507752122.5468254,-2.7681235198228404,-6.345726559028297,29.80619200131396,99.43852122894457,15.32383350297316,44.0115143748306,277,full,usable,2026-08-21,percent,deferred,
KFFB,Kentucky First Federal Bancorp - Common Stock,nasdaqtrader:Q:KFFB,common_equity,eligible,Q,,,5.6,,20047.250730158732,8.108108108108114,20.171673819742473,14.28571428571428,73.78890854358686,0.3558718861210064,24.884112571721406,277,full,usable,2026-08-21,percent,deferred,
KFRC,"Kforce, Inc. Common Stock",nasdaqtrader:N:KFRC,common_equity,eligible,N,,,58.39,,12347805.601904763,2.9987652143235177,41.99902723735409,104.59004905395935,83.78973874724582,3.4077750206782498,36.34556511768276,277,full,usable,2026-08-21,percent,deferred,
KFY,Korn Ferry Common Stock,nasdaqtrader:N:KFY,common_equity,eligible,N,,,85.06,,38204662.5004762,9.275436793422397,27.641056422569022,36.752411575562704,16.361149110807126,0.0,27.102872854195347,277,full,usable,2026-08-21,percent,deferred,
KG,"Kestrel Group, Ltd. - Common Stock",nasdaqtrader:Q:KG,common_equity,eligible,Q,,,7.71,,163997.79817460317,-15.321252059308076,-32.486865148861646,-40.646651270207855,-71.23134328358209,73.46868547832072,55.90287912606768,277,full,usable,2026-08-21,percent,deferred,
KGC,Kinross Gold Corporation Common Stock,nasdaqtrader:N:KGC,common_equity,eligible,N,,,32.76,,218562943.5353968,38.403041825095045,14.225941422594147,-2.0627802690583064,71.69811320754718,13.947990543735234,53.277902768375526,277,full,usable,2026-08-21,percent,deferred,
KGEI,Kolibri Global Energy Inc. - Common stock,nasdaqtrader:Q:KGEI,common_equity,eligible,Q,,,6.09,,982017.5795238095,12.777777777777777,2.525252525252508,54.568527918781726,14.689265536723163,6.307692307692314,49.13050229568413,277,full,usable,2026-08-21,percent,deferred,
KGS,"Kodiak Gas Services, Inc. Common Stock",nasdaqtrader:N:KGS,common_equity,eligible,N,,,61.46,,118976080.90079366,-5.851715686274506,-15.098770548418294,21.390479952597264,66.69378898833742,19.417857611118393,53.3239850177093,277,full,usable,2026-08-21,percent,deferred,
