ticker,company_name,listing_exchange,market_category,financial_status,security_type,instrument_status,rankable,adr_flag,etf_flag,quality_seed,contract_id,contract_id_status,approved_etf_product_type,approved_etf_sector,approved_etf_last_verified_at,source_id
AACG,"ATA Creativity Global - American Depositary Shares, each representing two common shares",Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:AACG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
AAPG,Ascentage Pharma Group International - American Depository Shares,Q,G,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:AAPG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:ABEV,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ABVX,Abivax SA - American Depositary Shares,Q,G,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:ABVX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ADAG,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",Q,G,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:ADAG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ADSE,ADS-TEC ENERGY PLC - Ordinary Shares,Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:ADSE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ADXN,Addex Therapeutics Ltd - American Depositary Shares,Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:ADXN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
AERO,"Grupo Aeromexico, S.A.B. de C.V. American Depositary Shares (each representing ten (10) Common Shares)",N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:AERO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
AHG,Akso Health Group - American Depositary Shares,Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:AHG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
AKTX,Akari Therapeutics Plc - American Depositary Shares,Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:AKTX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ALAR,Alarum Technologies Ltd. - American Depositary Shares,Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:ALAR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),A,,,adr,eligible,True,Y,N,,nasdaqtrader:A:AMBO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
AMBR,Amber International Holding Limited - American Depositary Shares,Q,G,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:AMBR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
AMRN,Amarin Corporation plc - American Depositary Shares,Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:AMRN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
AMTD,"AMTD IDEA Group American Depositary Shares, each representing six (6) Class A Ordinary Shares",N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:AMTD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
AMX,"America Movil, S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares",N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:AMX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ANL,Adlai Nortye Ltd. - American Depositary Shares,Q,G,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:ANL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
API,"Agora, Inc. - ADS",Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:API,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ARBK,Argo Blockchain plc - American Depositary Shares,Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:ARBK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ARGX,argenx SE - American Depositary Shares,Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:ARGX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ARM,Arm Holdings plc - American Depositary Shares,Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:ARM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares)",N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:ASX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:ATAT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ATHE,Alterity Therapeutics Limited - American Depositary Shares,Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:ATHE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
ATHM,"Autohome Inc. American Depositary Shares, each representing four class A ordinary shares.",N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:ATHM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
AUTL,Autolus Therapeutics plc - American Depositary Shares,Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:AUTL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
AZUL,"Azul S.A. American Depositary Shares, each representing two (2) Common Shares",N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:AZUL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BABA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BAK,Braskem SA ADR,N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BAK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBAR,Banco BBVA Argentina S.A. ADS,N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BBAR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBD,Banco Bradesco Sa American Depositary Shares,N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BBD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BBDO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCH,Banco De Chile ADS,N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BCH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCYC,Bicycle Therapeutics plc - American Depositary Shares,Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:BCYC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:BDRX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BEKE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BHP,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:BIDU,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BILI,Bilibili Inc. - American Depositary Shares,Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:BILI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BLRX,BioLineRx Ltd. - American Depositary Shares,Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:BLRX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BLTE,"Belite Bio, Inc - American Depositary Shares",Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:BLTE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BMA,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BMA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BNR,Burning Rock Biotech Limited - American Depositary Shares,Q,G,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:BNR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BNTX,BioNTech SE - American Depositary Shares,Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:BNTX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BSAC,Banco Santander - Chile ADS,N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BSAC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BSBR,"Banco Santander Brasil SA American Depositary Shares, each representing one unit",N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BSBR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BTI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:BUD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BWAY,BrainsWay Ltd. - American Depositary Shares,Q,G,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:BWAY,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BZ,KANZHUN LIMITED - American Depository Shares,Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:BZ,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BZUN,Baozun Inc. - American Depositary Shares,Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:BZUN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CANF,"Can-Fite Biopharma Ltd American Depositary Shares, each representing two (2) Ordinary Shares",A,,,adr,eligible,True,Y,N,,nasdaqtrader:A:CANF,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CCM,Concord Medical Services Holdings Limited American Depositary Shares (Each represents thirty (30) Class A ordinary shares),N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:CCM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:CDLR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CDZIP,"Cadiz, Inc. - Depositary Shares",Q,G,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:CDZIP,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:CEPU,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CHA,"Chagee Holdings Limited - American Depositary Shares, each representing 1 Class A ordinary share",Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:CHA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CIG,Comp En De Mn Cemig ADS American Depositary Shares,N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:CIG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CIG.C,Comp En De Mn Cemig ADS American Depositary Receipts,N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:CIG.C,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CLLS,Cellectis S.A. - American Depositary Shares,Q,G,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:CLLS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMCM,"Cheetah Mobile Inc. American Depositary Shares, each representing fifty (50) Class A Ordinary Shares",N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:CMCM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMMB,Chemomab Therapeutics Ltd.  - American Depositary Shares,Q,S,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:CMMB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMPS,COMPASS Pathways Plc - American Depository Shares,Q,Q,N,adr,eligible,True,Y,N,,nasdaqtrader:Q:CMPS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CNF,"CNFinance Holdings Limited American Depositary Shares, each representing two hundred (200) Ordinary Shares",N,,,adr,eligible,True,Y,N,,nasdaqtrader:N:CNF,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
COE,"51Talk Online Education Group American depositary shares, each representing 60 Class A ordinary shares",A,,,adr,eligible,True,Y,N,,nasdaqtrader:A:COE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
