ticker,company_name,listing_exchange,market_category,financial_status,security_type,instrument_status,rankable,adr_flag,etf_flag,quality_seed,contract_id,contract_id_status,approved_etf_product_type,approved_etf_sector,approved_etf_last_verified_at,source_id,identity_resolution_required,identity_resolution_reason
METC,"Ramaco Resources, Inc. - Class A Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:METC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
METCB,"Ramaco Resources, Inc. - Class B Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:METCB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MF,MindForge Inc. - Class A Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MF,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MFA,"MFA Financial, Inc.",N,,,common_equity,eligible,True,N,N,,qrgf-resolution-required:N:MFA,requires_authoritative_resolution_before_L3,,,,nasdaq_trader_all_us_listed,True,instrument_resolution_required
MFC,Manulife Financial Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MFC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MFI,mF International Limited - Class A Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MFI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MFIN,Medallion Financial Corp. - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MFIN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MFP,"Midera Food Processing, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MFP,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MG,Mistras Group Inc Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGA,"Magna International, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MGA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGEE,MGE Energy Inc. - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MGEE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGIH,Millennium Group International Holdings Limited - Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MGIH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGLD,"The Marygold Companies, Inc. Common Stock",A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:MGLD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGM,MGM Resorts International Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MGM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGNI,"Magnite, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MGNI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGNX,"MacroGenics, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MGNX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGPI,"MGP Ingredients, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MGPI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGRC,McGrath RentCorp - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MGRC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGRT,Mega Fortune Company Limited - Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MGRT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGTX,MeiraGTx Holdings plc - Ordinary Shares,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MGTX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGX,"Metagenomi Therapeutics, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MGX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MGY,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MGYR,"Magyar Bancorp, Inc. - Common Stock",Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MGYR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MH,"McGraw Hill, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MHH,"Mastech Digital, Inc Common Stock",A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:MHH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MHK,"Mohawk Industries, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MHK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MHO,"M/I Homes, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MHO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MI,NFT Limited Class A Ordinary Share,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:MI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MIAX,"Miami International Holdings, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MIAX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MICC,The Magnum Ice Cream Company N.V. Ordinary Shares,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MICC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MIDD,The Middleby Corporation - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MIDD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MIMI,Mint Incorporation Limited - Class A Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MIMI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MIND,"MIND Technology, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MIND,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MINE,Mayfair Gold Corp. Common Shares,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:MINE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MIR,"Mirion Technologies, Inc. Class A Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MIR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MIRM,"Mirum Pharmaceuticals, Inc. - common stock",Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MIRM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MIST,Milestone Pharmaceuticals Inc. - Common Shares,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MIST,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MITK,"Mitek Systems, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MITK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MITQ,"Moving iMage Technologies, Inc. Common Stock",A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:MITQ,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MITT,"TPG Mortgage Investment Trust, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MITT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MKC,"McCormick & Company, Incorporated Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MKC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MKC.V,"McCormick & Company, Incorporated Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MKC.V,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MKDW,MKDWELL Tech Inc. - Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MKDW,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MKL,Markel Group Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MKL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MKSI,MKS Inc. - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MKSI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MKTW,"MarketWise, Inc. - Class A Common Stock",Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MKTW,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MKTX,"MarketAxess Holdings, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MKTX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MKZR,"MacKenzie Realty Capital, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MKZR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MLAB,"Mesa Laboratories, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MLAB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MLCI,Mount Logan Capital Inc. - Common Stock,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MLCI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MLEC,Moolec Science SA - Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MLEC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MLGO,"MicroAlgo, Inc. - Ordinary Shares",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MLGO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MLI,"Mueller Industries, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MLI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MLKN,"MillerKnoll, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MLKN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MLM,"Martin Marietta Materials, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MLM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MLP,"Maui Land & Pineapple Company, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MLP,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MLR,"Miller Industries, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MLR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MLSS,"Milestone Scientific, Inc. Common Stock",A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:MLSS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MLTX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MLYS,"Mineralys Therapeutics, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MLYS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MMA,Mixed Martial Arts Group Limited Ordinary Shares,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:MMA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MMED,"MiniMed Group, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MMED,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MMI,"Marcus & Millichap, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MMI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MMM,3M Company Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MMM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MMS,"Maximus, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:MMS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MMSI,"Merit Medical Systems, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MMSI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
MMYT,MakeMyTrip Limited - Ordinary Shares,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:MMYT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
