ticker,company_name,listing_exchange,market_category,financial_status,security_type,instrument_status,rankable,adr_flag,etf_flag,quality_seed,contract_id,contract_id_status,approved_etf_product_type,approved_etf_sector,approved_etf_last_verified_at,source_id
BAND,Bandwidth Inc. - Class A Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BAND,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BANF,BancFirst Corporation - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BANF,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BANL,CBL International Limited - Class B Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BANL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BANR,Banner Corporation - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BANR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BAOS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BAP,Credicorp Ltd. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BAP,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BARK,"BARK, Inc. Class A Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BARK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BATL,Battalion Oil Corporation Common Stock,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:BATL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BATRA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BATRK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BAX,Baxter International Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BAX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BB,BlackBerry Limited Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBAI,"BigBear.ai, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BBAI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBBY,"Bed Bath & Beyond, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BBBY,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BBCP,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBIO,"BridgeBio Pharma, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BBIO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBLG,Bone Biologics Corp - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BBLG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBNX,"Beta Bionics, Inc. - Common Stock",Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BBNX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BBOT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBSI,"Barrett Business Services, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BBSI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBT,Beacon Financial Corporation Common stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BBT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BBVA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBW,"Build-A-Bear Workshop, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BBW,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BBY,"Best Buy Co., Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BBY,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BC,Brunswick Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCAL,California BanCorp - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BCAL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCAX,Bicara Therapeutics Inc. - Common Stock,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BCAX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BCBP,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCC,"Boise Cascade, L.L.C. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BCC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCE,"BCE, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BCE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCG,"Binah Capital Group, Inc. - Common Stock",Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BCG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCHT,Birchtech Corp. Common Stock,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:BCHT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCML,BayCom Corp - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BCML,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCO,Brinks Company (The) Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BCO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCPC,Balchem Corporation - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BCPC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BCRX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCS,Barclays PLC Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BCS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCSF,"Bain Capital Specialty Finance, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BCSF,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCSS,Bain Capital GSS Investment Corp. Class A Ordinary Shares,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BCSS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BCTX,BriaCell Therapeutics Corp. - Common Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BCTX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BDC,Belden Inc Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BDC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BDCI,BTC Development Corp. - Class A Ordinary Shares,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BDCI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BDL,"Flanigan's Enterprises, Inc. Common Stock",A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:BDL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BDMD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BDN,Brandywine Realty Trust Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BDN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BDSX,"Biodesix, Inc. - Common Stock",Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BDSX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BDTX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BDX,"Becton, Dickinson and Company Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BDX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BE,Bloom Energy Corporation Class A Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BEAM,Beam Therapeutics Inc. - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BEAM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BEBE,TGE Value Creative Solutions Corp Class A Ordinary Shares,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BEBE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BEEM,Beam Global - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BEEM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BEEP,Mobile Infrastructure Corporation - Common Stock,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BEEP,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BELFA,Bel Fuse Inc. - Class A Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BELFA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BELFB,Bel Fuse Inc. - Class B Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BELFB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BEN,"Franklin Resources, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BEN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BENF,Beneficient - Class A Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BENF,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BESS,Bimergen Energy Corporation Common Stock,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:BESS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BETA,"Beta Technologies, Inc. Class A Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BETA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BETR,Better Home & Finance Holding Company - Class A Common Stock,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BETR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BF.A,Brown Forman Inc Class A Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BF.A,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BF.B,Brown Forman Inc Class B Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BF.B,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BFAM,Bright Horizons Family Solutions Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BFAM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BFC,Bank First Corporation - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BFC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BFH,"Bread Financial Holdings, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BFH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BFLY,"Butterfly Network, Inc. Class A Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BFLY,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BFRI,Biofrontera Inc. - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BFRI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BFS,"Saul Centers, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BFS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BFST,"Business First Bancshares, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BFST,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BG,Bunge Limited Common Shares,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BGC,"BGC Group, Inc. - Class A Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BGC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BGDE,"Big Digital Energy, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BGDE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BGI,Birks Group Inc. Common Stock,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:BGI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BGIN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BGLC,BioNexus Gene Lab Corp - Common stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BGLC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BGMS,"Bio Green Med Solution, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BGMS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BGS,"B&G Foods, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BGS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BGSF,"BGSF, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BGSF,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BGSI,Boyd Group Services Inc. Common Shares,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BGSI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BH,Biglari Holdings Inc. Class B Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BH.A,Biglari Holdings Inc. Class A Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BH.A,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BHB,"Bar Harbor Bankshares, Inc. Common Stock",A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:BHB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BHC,Bausch Health Companies Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BHC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BHE,"Benchmark Electronics, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BHE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BHF,"Brighthouse Financial, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BHF,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BHM,"Bluerock Homes Trust, Inc. Class A Common Stock",A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:BHM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BHR,Braemar Hotels & Resorts Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BHR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BHRB,Burke & Herbert Financial Services Corp. - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BHRB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BHST,BioHarvest Sciences Inc. - Common Stock,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BHST,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BHVN,Biohaven Ltd. Common Shares,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BHVN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BIIB,Biogen Inc. - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BIIB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BILL,"BILL Holdings, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BILL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BIO,"Bio-Rad Laboratories, Inc. Class A Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BIO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BIO.B,"Bio-Rad Laboratories, Inc. Class B  Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BIO.B,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BIOA,"BioAge Labs, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BIOA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BIOT,Instinct Bio Technical Company Holdings Inc. - Common stock,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BIOT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BIRD,"Smartbird, Inc. - Class A Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BIRD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BIRK,Birkenstock Holding plc Ordinary Shares,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BIRK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BIVI,BioVie Inc. - Common stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BIVI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BIYA,Baiya International Group Inc.  - Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BIYA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BJ,"BJ's Wholesale Club Holdings, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BJ,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BJDX,"Bluejay Diagnostics, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BJDX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BJRI,"BJ's Restaurants, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BJRI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BKD,Brookdale Senior Living Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BKD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BKE,"Buckle, Inc. (The) Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BKE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BKH,Black Hills Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BKH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BKKT,"Bakkt, Inc. Class A Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:BKKT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
BKNG,Booking Holdings Inc. - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:BKNG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
