ticker,company_name,listing_exchange,market_category,financial_status,security_type,instrument_status,rankable,adr_flag,etf_flag,quality_seed,contract_id,contract_id_status,approved_etf_product_type,approved_etf_sector,approved_etf_last_verified_at,source_id,identity_resolution_required,identity_resolution_reason
INDP,"Indaptus Therapeutics, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:INDP,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INDV,"Indivior Pharmaceuticals, Inc.  - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:INDV,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INFQ,"Infleqtion, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:INFQ,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INFU,"InfuSystems Holdings, Inc. Common Stock",A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:INFU,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
ING,"ING Group, N.V. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:ING,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INGM,Ingram Micro Holding Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:INGM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INGN,"Inogen, Inc - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:INGN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INGR,Ingredion Incorporated Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:INGR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INHD,Inno Holdings Inc. - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:INHD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INIO,INNIO N.V. - Ordinary Shares,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:INIO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INKT,"MiNK Therapeutics, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:INKT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INLF,INLIF LIMITED - Class A Ordinary shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:INLF,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INLX,"Intellinetics, Inc. Common Stock",A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:INLX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INM,InMed Pharmaceuticals Inc. - Common Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:INM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INMB,INmune Bio Inc. - Common stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:INMB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
INMD,InMode Ltd.  - Ordinary Shares,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:INMD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
