ticker,company_name,listing_exchange,market_category,financial_status,security_type,instrument_status,rankable,adr_flag,etf_flag,quality_seed,contract_id,contract_id_status,approved_etf_product_type,approved_etf_sector,approved_etf_last_verified_at,source_id,identity_resolution_required,identity_resolution_reason
OXY,Occidental Petroleum Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:OXY,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
OZK,Bank OZK - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:OZK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
P,"Everpure, Inc. Class A common stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:P,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAA,"Plains All American Pipeline, L.P. - Common Units representing Limited Partner Interests",Q,Q,N,common_equity,eligible,True,N,N,,qrgf-resolution-required:Q:PAA,requires_authoritative_resolution_before_L3,,,,nasdaq_trader_all_us_listed,True,instrument_resolution_required
PAAS,Pan American Silver Corp. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PAAS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)",N,,,common_equity,eligible,True,N,N,,qrgf-resolution-required:N:PAC,requires_authoritative_resolution_before_L3,,,,nasdaq_trader_all_us_listed,True,instrument_resolution_required
PACB,"Pacific Biosciences of California, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PACB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PACK,Ranpak Holdings Corp Class A Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PACK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PACS,"PACS Group, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PACS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAG,"Penske Automotive Group, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PAG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAGP,"Plains GP Holdings, L.P. - Class A Shares representing limited partner interests",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PAGP,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAGS,PagSeguro Digital Ltd. Class A Common Shares,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PAGS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAHC,Phibro Animal Health Corporation - Class A Common Stock,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PAHC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAL,"Proficient Auto Logistics, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PAL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PALI,"Palisade Bio, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PALI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAM,Pampa Energia S.A.,N,,,common_equity,eligible,True,N,N,,qrgf-resolution-required:N:PAM,requires_authoritative_resolution_before_L3,,,,nasdaq_trader_all_us_listed,True,instrument_resolution_required
PAMT,PAMT CORP - Common Stock,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PAMT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PANL,Pangaea Logistics Solutions Ltd. - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PANL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PANW,"Palo Alto Networks, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PANW,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAPL,Pineapple Financial Inc. Common Stock,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:PAPL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAR,PAR Technology Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PAR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PARA,"Banzai International, Inc. - Class A Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PARA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PARK,"Park Dental Partners, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PARK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PARR,"Par Pacific Holdings, Inc.  Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PARR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PASG,"Passage Bio, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PASG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PATH,"UiPath, Inc. Class A Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PATH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PATK,"Patrick Industries, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PATK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAVM,PAVmed Inc. - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PAVM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAVS,Paranovus Entertainment Technology Ltd. - Class A Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PAVS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAX,Patria Investments Limited - Class A Common Shares,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PAX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAY,"Paymentus Holdings, Inc. Class A Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PAY,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAYC,"Paycom Software, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PAYC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAYO,Payoneer Global Inc. - Common Stock,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PAYO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAYS,"Paysign, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PAYS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PAYX,"Paychex, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PAYX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PB,"Prosperity Bancshares, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PBA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PBAM,"Private Bancorp of America, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PBAM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PBF,PBF Energy Inc. Class A Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PBF,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PBFS,"Pioneer Bancorp, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PBFS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PBH,Prestige Consumer Healthcare Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PBH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PBHC,"Pathfinder Bancorp, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PBHC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PBI,Pitney Bowes Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PBI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PBLS,"Parabilis Medicines, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PBLS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PBM,Psyence Biomedical Ltd. - Common Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PBM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PBT,Permian Basin Royalty Trust Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PBT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PBYI,Puma Biotechnology Inc - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PBYI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PC,Premium Catering (Holdings) Limited - Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PCAR,PACCAR Inc. - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PCAR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PCB,PCB Bancorp - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PCB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PCG,Pacific Gas & Electric Co. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PCG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PCOR,"Procore Technologies, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PCOR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PCRX,"Pacira BioSciences, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PCRX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PCSA,"Processa Pharmaceuticals, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PCSA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PCT,"PureCycle Technologies, Inc. - Common stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PCT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PCTY,Paylocity Holding Corporation - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PCTY,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PCVX,"Vaxcyte, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PCVX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PCYO,Pure Cycle Corporation - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PCYO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PD,"PagerDuty, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PDCC,Pearl Diver Credit Company Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PDCC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PDEX,"Pro-Dex, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PDEX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PDFS,"PDF Solutions, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PDFS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PDLB,"Ponce Financial Group, Inc. - Common Stock",Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PDLB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PDM,"Piedmont Realty Trust, Inc. Class A Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PDM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PDS,Precision Drilling Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PDS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PDYN,Palladyne AI Corp. - Common stock,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PDYN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PEB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PEBK,"Peoples Bancorp of North Carolina, Inc. - Common Stock",Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PEBK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PEBO,Peoples Bancorp Inc. - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PEBO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PECO,"Phillips Edison & Company, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PECO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PED,Pedevco Corp. Common Stock,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:PED,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PEG,Public Service Enterprise Group Incorporated Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PEG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PEGA,Pegasystems Inc. - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PEGA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PEN,"Penumbra, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PEN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PENG,"Penguin Solutions, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PENG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PENN,"PENN Entertainment, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PENN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PEP,"PepsiCo, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PEP,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PEPG,PepGen Inc. - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PEPG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PERF,Perfect Corp. Class A Ordinary Share,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PERF,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PERI,Perion Network Ltd - Ordinary Shares,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PERI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PESI,"Perma-Fix Environmental Services, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PESI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PETS,"PetMed Express, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PETS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PETZ,"TDH Holdings, Inc. - Common Shares",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PETZ,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PEW,GrabAGun Digital Holdings Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PEW,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PFAI,Pinnacle Food Group Limited - Class A Common Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PFAI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PFE,"Pfizer, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PFE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PFG,Principal Financial Group Inc - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PFG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PFGC,Performance Food Group Company Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PFGC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PFIS,Peoples Financial Services Corp.  - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PFIS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PFLT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PFS,"Provident Financial Services, Inc Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PFS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PFSI,"PennyMac Financial Services, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PFSI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PFX,PhenixFIN Corporation  - Common Stock,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PFX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PG,Procter & Gamble Company (The) Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PGC,Peapack-Gladstone Financial Corporation - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PGC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PGEN,"Precigen, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PGEN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PGNY,"Progyny, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PGNY,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PGR,Progressive Corporation (The) Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PGR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PGY,Pagaya Technologies Ltd. - Class A Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PGY,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PH,Parker-Hannifin Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PHAT,"Phathom Pharmaceuticals, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PHAT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PHG,Koninklijke Philips N.V. NY Registry Shares,N,,,common_equity,eligible,True,N,N,,qrgf-resolution-required:N:PHG,requires_authoritative_resolution_before_L3,,,,nasdaq_trader_all_us_listed,True,instrument_resolution_required
PHGE,BiomX Inc. COmmon Stock,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:PHGE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PHIN,PHINIA Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PHIN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PHIO,Phio Pharmaceuticals Corp. - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PHIO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PHM,"PulteGroup, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PHM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PHOE,Phoenix Asia Holdings Limited - Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PHOE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PHR,"Phreesia, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PHR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PHUN,"Phunware, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PHUN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PHVS,Pharvaris N.V. - Ordinary Shares,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PHVS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PI,"Impinj, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PICS,PicS N.V. - Class A Common Shares,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PICS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PII,Polaris Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PII,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PIII,P3 Health Partners Inc. - Class A Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:PIII,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PIM,Franklin Master Intermediate Income Trust Shares of Beneficial Interest,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PIM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PINE,"Alpine Income Property Trust, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PINE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PINS,"Pinterest, Inc. Class A Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PINS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
PIPR,Piper Sandler Companies Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:PIPR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
