ticker,company_name,listing_exchange,market_category,financial_status,security_type,instrument_status,rankable,adr_flag,etf_flag,quality_seed,contract_id,contract_id_status,approved_etf_product_type,approved_etf_sector,approved_etf_last_verified_at,source_id
CMC,Commercial Metals Company Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CMC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMCL,Caledonia Mining Corporation Plc Common Shares,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:CMCL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMCO,Columbus McKinnon Corporation - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CMCO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMCSA,Comcast Corporation - Class A Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CMCSA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMCT,Creative Media  - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CMCT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMDB,Costamare Bulkers Holdings Limited Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CMDB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CME,CME Group Inc. - Class A Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CME,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMG,"Chipotle Mexican Grill, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CMG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMI,Cummins Inc. Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CMI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMII,Columbus Circle Capital Corp II - Class A Ordinary Shares,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CMII,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMND,Clearmind Medicine Inc. - Common Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CMND,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMP,Compass Minerals Intl Inc Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CMP,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMPR,Cimpress plc - Ordinary Shares,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CMPR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMPX,"Compass Therapeutics, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CMPX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMRC,"Commerce.com, Inc. - Series 1 Common Stock",Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CMRC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMRE,Costamare Inc. Common Stock $0.0001 par value,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CMRE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMS,CMS Energy Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CMS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMT,Core Molding Technologies Inc Common Stock,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:CMT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMTG,"Claros Mortgage Trust, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CMTG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMTL,Comtech Telecommunications Corp. - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CMTL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CMTV,Community Bancorp.  - Common stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CMTV,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CNA,CNA Financial Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CNA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CNC,Centene Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CNC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CNCK,Coincheck Group N.V. - Ordinary Shares,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CNCK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CNDT,Conduent Incorporated - Common Stock,Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:CNDT,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CNH,CNH Industrial N.V. Common Shares,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CNH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CNI,Canadian National Railway Company Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CNI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CNK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CNK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CNL,Collective Mining Ltd. Common Shares,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:CNL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
CNM,"Core & Main, Inc. Class A Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:CNM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
