ticker,company_name,listing_exchange,market_category,financial_status,security_type,instrument_status,rankable,adr_flag,etf_flag,quality_seed,contract_id,contract_id_status,approved_etf_product_type,approved_etf_sector,approved_etf_last_verified_at,source_id,identity_resolution_required,identity_resolution_reason
LANV,Lanvin Group Holdings Limited Ordinary Shares,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:LANV,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
LAR,Lithium Argentina AG Common Shares,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:LAR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
LARK,Landmark Bancorp Inc. - Common Stock,Q,G,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:LARK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
LASE,Laser Photonics Corporation - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:LASE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
LASR,"nLIGHT, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:LASR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
LAUR,"Laureate Education, Inc. - Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:LAUR,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
LAW,"CS Disco, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:LAW,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
LAZ,"Lazard, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:LAZ,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:LB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:LBGJ,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed,,
