ticker,company_name,listing_exchange,market_category,financial_status,security_type,instrument_status,rankable,adr_flag,etf_flag,quality_seed,contract_id,contract_id_status,approved_etf_product_type,approved_etf_sector,approved_etf_last_verified_at,source_id
DCTH,"Delcath Systems, Inc. - Common Stock",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:DCTH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DCX,Digital Currency X Technology Inc. - Class A Ordinary Shares,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:DCX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DD,"DuPont de Nemours, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DDC,DDC Enterprise Limited Class A Ordinary Shares,A,,,common_equity,eligible,True,N,N,,nasdaqtrader:A:DDC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DDD,3D Systems Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DDD,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DDOG,"Datadog, Inc. - Class A Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:DDOG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DDS,"Dillard's, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DDS,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DE,Deere & Company Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DE,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DEA,"Easterly Government Properties, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DEA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DEC,Diversified Energy Company Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DEC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DECK,Deckers Outdoor Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DECK,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DEI,"Douglas Emmett, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DEI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DELL,Dell Technologies Inc. Class C Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DELL,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DEO,Diageo plc Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DEO,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DERM,Journey Medical Corporation - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:DERM,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DETX,"Liberty Defense Holdings, Ltd. - Common Shares",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:DETX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DFDV,DeFi Development Corp. - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:DFDV,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DFH,"Dream Finders Homes, Inc. Class A Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DFH,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DFIN,"Donnelley Financial Solutions, Inc. Common Stock",N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DFIN,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DFLI,Dragonfly Energy Holdings Corp - Common Stock,Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:DFLI,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DFSC,"DEFSEC Technologies Inc. - common stock, no R/S concurrent with offering",Q,S,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:DFSC,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DFTX,"Definium Therapeutics, Inc.  - Common Shares",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:DFTX,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DG,Dollar General Corporation Common Stock,N,,,common_equity,eligible,True,N,N,,nasdaqtrader:N:DG,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DGICA,"Donegal Group, Inc. - Class A Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:DGICA,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
DGICB,"Donegal Group, Inc. - Class B Common Stock",Q,Q,N,common_equity,eligible,True,N,N,,nasdaqtrader:Q:DGICB,provisional_symbol_directory_id,,,,nasdaq_trader_all_us_listed
